,0,1,2
0,0.0,0.0,-4.271191321292454
1,0.0,-2.3783960335877175,-4.104301352411758
2,0.0,-2.320320544748656,-3.8260125841233408
3,0.0,-2.665062579969351,-3.6404201822590307
4,0.0,-2.665311225630499,-3.8152192217759406
5,0.0,-2.439091408610266,-3.9508372541400565
6,0.0,-2.5767573153186514,-3.7059427306558863
7,0.0,-2.616425911356842,-4.020286190153535
8,0.0,-2.478175975571287,-4.148188122069172
9,0.0,-2.7707696481783213,-3.653830159237424
10,0.0,-2.7686052115042274,-3.6746795330826383
11,0.0,-2.478671920908793,-3.639629365917756
12,0.0,-2.5810053630042633,-3.932527241973039
13,0.0,0.0,-4.296116565010087
14,0.0,0.0,-4.021327091759513
15,0.0,0.0,-4.259840062794035
16,0.0,0.0,-4.13031594546688
17,0.0,0.0,-4.009551011597623
18,0.0,0.0,-3.966402754662688
19,0.0,0.0,-3.8715110466933087
20,0.0,0.0,-4.156657389897153
21,0.0,0.0,-3.8620998386776026
22,0.0,-2.7140338966612454,-3.7517626589612254
23,0.0,-2.4227577316711004,-4.196552998728341
24,0.0,0.0,-3.672342168396671
25,0.0,0.0,-4.193876671583888
26,0.0,0.0,-4.13884757878774
27,0.0,-2.75644090708821,-3.7155321339054277
28,0.0,0.0,-3.8943292780249457
29,0.0,0.0,-3.512998532519482
30,0.0,0.0,-4.1369810611128
31,0.0,0.0,-4.04572749478307
32,0.0,0.0,-3.980488543393177
33,0.0,0.0,-3.871896966224832
34,0.0,0.0,-3.9728895373926116
