siteID,depMEAN_NO2__Plume,depMEAN_VOC__Plume,depMEAN_pm_10__Plu,depMEAN_pm_1__Plum,depMEAN_pm_2_5__Pl,siteID_INT,p_XCOORD,p_YCOORD,pG_hwc_raster_val,pG_hsc_raster_val,pG_rrc_raster_val,pG_tric_raster_val,pG_slo_raster_val,pD_pard_none_dist,pD_wad_none_dist,pG_parc_raster_val,pG_wac_raster_val,pG_ele_raster_val,pE_hsd_none_dist,pE_hwd_none_dist,pE_rrd_none_dist,pF_trid_none_dist,pD_psd_none_dist
15,32.0,3.0,0.0,0.0,0.0,15,1159208.4824086428,674662.4283515662,0.0,1.0,0.0,0.0,0.41104742884635925,3276.061520241236,3722.1811328042772,1.0,2.0,115.57674407958984,161.43991259441242,9630.976882306755,5825.435696468048,8903.068176094965,27155.202078245413
16,27.0,2.0,3.0,3.0,4.0,16,1159209.9922481328,674663.1209354699,0.0,1.0,0.0,0.0,0.41104742884635925,3275.721710446632,3723.8363564625674,1.0,2.0,115.57674407958984,159.9585092311764,9631.611568822169,5823.79451733809,8904.689629142946,27154.430096657765
17,30.0,2.0,18.0,3.0,7.0,17,1159207.754391715,674663.1760534793,0.0,1.0,0.0,0.0,0.41104742884635925,3275.170933517268,3721.7498076382444,1.0,2.0,115.57674407958984,162.19680070242757,9629.934602463414,5825.629625676082,8902.513039719237,27154.494225940012
18,30.0,2.0,18.0,3.0,7.0,18,1159209.7524192184,674663.49166964,0.0,1.0,0.0,0.0,0.41104742884635925,3275.3069225824693,3723.7364444704513,1.0,2.0,115.57674407958984,160.2127473006176,9631.183535127599,5823.78968322642,8904.53283495823,27154.072650302263
19,0.0,2.0,3.0,3.0,4.0,19,1159209.5129183829,674663.86240381,0.0,1.0,0.0,0.0,0.41104742884635925,3274.8922146586315,3723.6368907787046,1.0,2.0,115.57674407958984,160.46665754533035,9630.75574302518,5823.784575617488,8904.376380693902,27153.715188957907
20,3.0,5.0,3.0,3.0,4.0,20,1154533.6318502277,688860.3648506403,2.0,4.0,0.0,0.0,0.6532707810401917,974.0800458445788,2652.3014541944663,2.0,1.0,105.41707611083984,2205.772790343408,911.1352976545483,7473.4449247513885,8628.90755922497,14273.116803700208
21,0.0,0.0,0.0,0.0,0.0,21,1154597.1497678012,688945.2593658864,2.0,3.0,0.0,0.0,0.19821056723594666,1000.8183159556138,2751.8454982699745,2.0,1.0,104.65937042236328,2274.7797124512394,949.2882499515988,7390.622010127296,8665.160345236973,14169.452778499282
22,5.0,5.0,0.0,0.0,0.0,22,1154558.6213015616,688955.700617969,2.0,3.0,0.0,0.0,0.4755711257457733,1032.0587075418573,2750.8215270734586,2.0,1.0,104.65937042236328,2235.991595663424,909.4086806279217,7425.401407976568,8625.252741560833,14176.080881072381
23,20.0,2.0,17.0,3.0,4.0,23,1166596.3954543024,692492.9464962333,1.0,4.0,1.0,0.0,0.8047378063201904,1182.534589931219,3935.084221206377,7.0,2.0,91.99618530273438,209.6941341787373,4519.379255526068,4833.18282695697,8992.853554456533,10959.344678687592
24,20.0,2.0,17.0,3.0,4.0,24,1166604.368535474,692514.2794588059,1.0,4.0,1.0,0.0,0.8047378063201904,1191.5867317008365,3918.8087898287636,7.0,2.0,91.99618530273438,217.00285939118962,4516.343976545228,4842.451169786192,8976.302379980285,10945.532166767041
25,23.0,2.0,61.0,3.0,9.0,25,1166620.2861545533,692514.624274388,1.0,4.0,1.0,0.0,0.8047378063201904,1180.5135075043295,3904.242955055067,7.0,2.0,91.99618530273438,232.90216992339623,4530.24200249293,4858.359913779922,8982.20177063903,10953.735238781443
26,19.0,2.0,26.0,3.0,5.0,26,1166609.7356507182,692520.3519532233,1.0,4.0,1.0,0.0,0.8047378063201904,1192.0306066257008,3911.379077982262,7.0,2.0,91.99618530273438,222.17937845507691,4518.237657261161,4848.18113675208,8972.805332173773,10943.258843440257
27,18.0,2.0,70.0,3.0,10.0,27,1166603.9229983091,692526.694788307,1.0,4.0,1.0,0.0,0.8047378063201904,1200.6245813938351,3913.98078757166,7.0,2.0,91.99618530273438,216.17311965739782,4510.133109337673,4842.7690497151925,8964.69655111947,10934.792696733655
28,18.0,2.0,70.0,3.0,10.0,28,1166602.7779874653,692530.7357907295,1.0,4.0,1.0,0.0,0.8047378063201904,1204.2871338368936,3913.3244695739336,7.0,2.0,91.99618530273438,214.90353614142384,4507.232777907231,4841.87440772847,8960.529143862905,10930.764187846587
29,19.0,1.0,27.0,3.0,6.0,29,1166593.3459197283,692531.3286373168,1.0,4.0,1.0,0.0,0.8047378063201904,1211.4002952761277,3921.6421845489886,7.0,2.0,91.99618530273438,205.45763446796687,4498.616801959445,4832.496562770579,8956.305854849537,10925.23150656111
30,19.0,2.0,3.0,3.0,4.0,30,1166601.3048933,692531.5012091398,1.0,4.0,1.0,0.0,0.8047378063201904,1205.8707759037043,3914.341340861667,7.0,2.0,91.99618530273438,213.4074486085466,4505.572732053323,4840.451108564788,8959.24953189473,10929.330722395995
31,19.0,2.0,38.0,3.0,5.0,31,1166613.7356427163,692531.5655134767,1.0,4.0,1.0,0.0,0.8047378063201904,1197.1433472007598,3903.029852791799,7.0,2.0,91.99618530273438,225.83024680297865,4516.539097806736,4852.862336931516,8964.04819010558,10935.915072284992
32,18.0,2.0,126.0,4.0,22.0,32,1166604.6756214648,692537.2571031451,1.0,4.0,1.0,0.0,0.8047378063201904,1207.5632528976867,3908.871641704223,7.0,2.0,91.99618530273438,216.5983407068938,4505.870944056549,4844.169011602992,8955.26678515484,10926.263312712104
33,19.0,2.0,67.0,3.0,9.0,33,1166636.4931431413,692537.2177331448,1.0,4.0,1.0,0.0,0.8047378063201904,1185.3323457496724,3880.005579296203,7.0,2.0,92.04852294921875,248.401825866944,4534.071729912416,4875.924039761234,8967.783617463834,10943.323548637683
34,19.0,1.0,35.0,3.0,9.0,34,1166594.8350899667,692541.5084069818,1.0,4.0,1.0,0.0,0.8047378063201904,1217.5199705255818,3916.0428548150885,7.0,2.0,91.99618530273438,206.63089420482646,4495.182787151619,4834.608184315319,8947.511312878709,10917.41497134988
35,19.0,2.0,3.0,3.0,4.0,35,1166621.3019005507,692546.3410744816,1.0,4.0,1.0,0.0,0.8047378063201904,1202.4330341514753,3889.9707539848387,7.0,2.0,91.02021789550781,232.93538074373777,4516.383206245979,4861.321855045889,8953.421665501493,10927.48012835331
36,20.0,2.0,17.0,3.0,4.0,36,1166710.4178640544,692613.1424500644,1.0,4.0,1.0,0.0,0.6051057577133179,1193.8484684740401,3781.172981378711,7.0,2.0,90.95433044433594,319.940243023178,4565.604037263479,4954.54344300672,8927.637055254881,10919.359164080674
37,19.0,1.0,35.0,3.0,9.0,37,1166711.4201586396,692613.4830005616,1.0,4.0,1.0,0.0,0.6051057577133179,1193.4894564800077,3780.119399575673,7.0,2.0,90.95433044433594,320.93151256416996,4566.351908329986,4955.565971241307,8927.730300999297,10919.61886634688
38,19.0,1.0,27.0,3.0,6.0,38,1166710.6750813872,692613.5010451376,1.0,4.0,1.0,0.0,0.6051057577133179,1193.968208432265,3780.7908781559586,7.0,2.0,90.95433044433594,320.18623383882027,4565.675856348369,4954.823695434511,8927.412871082824,10919.198268951506
39,19.0,2.0,26.0,3.0,5.0,39,1166709.929676056,692613.5190897286,1.0,4.0,1.0,0.0,0.6051057577133179,1194.447438326289,3781.462683348592,7.0,2.0,90.95433044433594,319.4406271917028,4564.999531767691,4954.081092260784,8927.095359617182,10918.777527702732
40,20.0,2.0,17.0,3.0,4.0,40,1166711.1895160526,692614.2182353139,1.0,4.0,1.0,0.0,0.6051057577133179,1194.2081415934147,3780.026710387041,7.0,2.0,90.95433044433594,320.67821546941025,4565.819619078346,4955.38420029244,8926.964551269715,10918.876525064143
41,19.0,2.0,52.5,3.0,7.0,41,1166710.4441107213,692614.2362798899,1.0,4.0,1.0,0.0,0.6051057577133179,1194.6869650898382,3780.698553370081,7.0,2.0,90.95433044433594,319.93260882252184,4565.143234639622,4954.641597117552,8926.646982364147,10918.455737494221
42,18.0,2.0,126.0,4.0,22.0,42,1166709.699033469,692614.2543244809,1.0,4.0,1.0,0.0,0.6051057577133179,1195.1658572134768,3781.37012501482,7.0,2.0,90.95433044433594,319.1873300967067,4564.467165934771,4953.8993213117,8926.329596903155,10918.035163132135
43,19.0,2.0,3.0,3.0,4.0,43,1166710.950015217,692614.5889694691,1.0,4.0,1.0,0.0,0.6051057577133179,1194.647333679433,3780.0923063572736,7.0,3.0,90.95433044433594,320.4273504151257,4565.440765158596,4955.169609377453,8926.528666536235,10918.435159267086
44,19.0,2.0,3.0,3.0,4.0,44,1166710.2046098858,692614.6066859812,1.0,4.0,1.0,0.0,0.6051057577133179,1195.125879727634,3780.764321717425,7.0,3.0,90.95433044433594,319.6817539263874,4564.764510374708,4954.426984619198,8926.211402994166,10918.014646887063
45,18.0,2.0,70.0,3.0,10.0,45,1166710.9585453868,692614.9534700662,1.0,4.0,1.0,0.0,0.6051057577133179,1194.927095777923,3779.9344750027667,7.0,3.0,90.95433044433594,320.4245904528755,4565.287103618114,4955.202101975241,8926.198669846499,10918.13400913871
46,23.0,2.0,61.0,3.0,9.0,46,1166709.9651090503,692614.9774201363,1.0,4.0,1.0,0.0,0.6051057577133179,1195.5650524374203,3780.830005370376,7.0,3.0,90.95433044433594,319.4308888723392,4564.385652109514,4954.212393704211,8925.775524043036,10917.57328104368
47,18.0,2.0,70.0,3.0,10.0,47,1166711.2160907984,692615.3120651394,1.0,4.0,1.0,0.0,0.6051057577133179,1195.0471831388816,3779.5521561901373,7.0,3.0,90.95433044433594,320.6709091902928,4565.359394622768,4955.48268177114,8925.974670419942,10917.9733467383
48,33.0,1.0,41.0,3.0,8.0,48,1149708.4856606424,694953.566246897,4.0,5.0,8.0,4.0,0.8769446015357971,2003.3091845516992,5013.381786278948,3.0,1.0,92.81172943115234,364.1654940116682,1990.24090353108,2224.6955378417497,1850.109346939452,12783.567535586275
49,32.0,2.0,16.0,3.0,4.0,49,1149682.715370968,694956.7657155544,4.0,5.0,8.0,4.0,0.8769446015357971,2018.7368462252573,5016.061535640796,3.0,1.0,92.81172943115234,387.9416906265537,2015.7967290066204,2204.617586352959,1829.2281913683776,12803.423201379723
50,25.0,1.0,3.0,3.0,4.0,50,1149668.932590142,694962.2187886387,4.0,5.0,8.0,4.0,0.4618975520133972,2024.3926254762155,5013.907952369641,3.0,1.0,92.81172943115234,399.8127009001422,2029.275951496443,2191.1677987145,1815.514105153441,12812.015535977504
51,30.0,1.0,58.0,5.0,14.0,51,1149598.4287941456,694975.660034731,4.0,5.0,8.0,4.0,0.26425957679748535,2064.790047810397,5017.410836576662,4.0,2.0,92.44490814208984,465.6892513308658,2099.0764426515634,2132.847407435303,1755.8803554777116,12863.956184351358
52,26.0,0.0,0.0,0.0,0.0,52,1149603.4241909683,694976.6295209825,4.0,5.0,8.0,4.0,0.26425957679748535,2060.531201237208,5015.264117124466,4.0,2.0,92.44490814208984,460.6006812281086,2094.0444092716584,2135.580831721832,1758.7135526457153,12859.230114114216
53,30.0,1.0,3.0,3.0,4.0,53,1149677.1445159763,694982.4451261461,4.0,5.0,8.0,4.0,0.26425957679748535,2004.185511000313,4992.335169956358,4.0,1.0,92.81172943115234,387.17650648229693,2020.1460021357311,2182.1706182806074,1807.4946291536096,12794.12756900726
54,30.0,1.0,3.0,3.0,4.0,54,1149791.62886706,694998.1855802238,4.0,5.0,8.0,4.0,0.9097891449928284,1914.0886427188816,4951.89592462125,3.0,1.0,94.21508026123047,272.04409032402657,1905.1454881883985,2249.3277900982102,1882.1261479009731,12689.550968235586
55,25.0,1.0,3.0,3.0,4.0,55,1149551.3540851325,695011.5005142242,4.0,5.0,8.0,4.0,0.10974954068660736,2074.4519592379484,4994.309826764797,4.0,2.0,92.23582458496094,507.1469932339599,2144.9145779219843,2074.481459429952,1697.30590677317,12884.291364789513
56,24.0,1.0,3.0,3.0,4.0,56,1149684.6917449683,695015.8223559707,4.0,5.0,8.0,4.0,0.6736993193626404,1975.1541637418547,4958.116797260499,4.0,2.0,92.81172943115234,374.16687071094753,2011.5107993533063,2163.1859593078098,1790.3240901183347,12769.6825187691
57,29.0,1.0,94.0,3.0,13.0,57,1149692.9164660573,695016.7111337334,4.0,5.0,8.0,4.0,0.6736993193626404,1968.7197201780145,4955.368503547134,4.0,2.0,92.81172943115234,365.89564098933863,2003.2668907126988,2168.2099854854405,1795.810584275435,12762.287852871792
58,33.0,1.0,41.0,3.0,8.0,58,1149811.8463463038,695021.3945233077,4.0,5.0,8.0,8.0,0.9097891449928284,1883.3164334854675,4925.00501298412,3.0,1.0,94.21508026123047,247.53547146202357,1884.25945087044,2246.2544104939266,1882.6310646336676,12659.93929207897
59,30.0,1.0,58.0,5.0,14.0,59,1149806.1422894746,695021.9023963064,4.0,5.0,8.0,8.0,0.9097891449928284,1886.7891500631215,4925.68339003122,3.0,1.0,94.21508026123047,253.07887119348035,1889.950300710361,2241.9788202610184,1877.9179876264238,12664.441724307895
60,32.0,2.0,16.0,3.0,4.0,60,1149813.1340733916,695023.1865144819,4.0,5.0,8.0,8.0,0.9097891449928284,1881.124602459713,4922.986729710328,3.0,1.0,94.21508026123047,245.97155655644593,1882.931327334949,2245.8299964530156,1882.4803417274939,12657.882155635738
61,26.0,0.0,0.0,0.0,0.0,61,1149812.3889961392,695023.2052152306,4.0,5.0,8.0,8.0,0.9097891449928284,1881.612865919405,4923.121456034011,3.0,1.0,94.21508026123047,246.70398160572523,1883.6758039976517,2245.306230303881,1881.8942578850986,12658.49624854037
62,29.0,1.0,94.0,3.0,13.0,62,1149807.1813293844,695023.7006210536,4.0,5.0,8.0,8.0,0.9097891449928284,1884.761354126114,4923.709324440493,3.0,1.0,94.21508026123047,251.76855197537913,1888.8712625484575,2241.3795928730115,1877.5680984907897,12662.58982149378
63,30.0,1.0,3.0,3.0,4.0,63,1149784.777502805,695032.2882023156,4.0,5.0,8.0,8.0,0.9097891449928284,1893.6979099854118,4919.99002841497,3.0,1.0,94.21508026123047,272.8329529227616,1911.1030344691717,2219.781199877561,1854.8594626724966,12676.69487720239
64,39.0,2.0,44.0,3.0,8.0,64,1158375.2458861321,697871.3944007307,11.0,5.0,11.0,4.0,1.6580138206481934,856.353504505828,7750.756961558194,5.0,0.0,93.32231140136719,1172.2275937587765,225.1195754346853,1277.0778264853204,4919.270752988495,4490.1619288732
65,36.0,2.0,6.0,3.0,4.0,65,1158393.2989996374,697877.8822486401,11.0,5.0,11.0,4.0,3.7854413986206055,874.9998203344119,7766.558503043431,5.0,0.0,93.32231140136719,1174.7334120572566,227.28113880755072,1276.7810213977668,4935.9135897849055,4475.90615945039
66,0.0,2.0,10.0,3.0,4.0,66,1158375.975871548,697880.8625576496,11.0,5.0,11.0,4.0,3.7854413986206055,862.2217007394788,7749.047208346165,5.0,0.0,93.32231140136719,1164.1464673509968,216.9496028395103,1268.3327437142113,4918.33611568613,4481.481890167739
67,0.0,2.0,10.0,3.0,4.0,67,1158407.8957552165,697895.4009143859,11.0,5.0,11.0,4.0,3.7854413986206055,896.8323552971236,7776.2466795534465,5.0,0.0,94.83979034423828,1165.8508569103299,218.02034859877492,1265.2264405584203,4947.2856888874285,4453.57565379941
68,40.0,2.0,26.0,3.0,8.0,68,1158484.4293948114,697894.9773588032,11.0,5.0,11.0,4.0,2.926389455795288,961.2687208537938,7850.443965298653,5.0,0.0,94.83979034423828,1201.2971860700627,252.23456213804704,1294.0343141410574,5022.796533017306,4418.431976708444
69,35.0,2.0,23.0,3.0,6.0,69,1158412.650666967,697896.7431033105,11.0,5.0,11.0,4.0,3.7854413986206055,901.5359103222551,7780.510862680555,5.0,0.0,94.83979034423828,1166.8367066584772,218.91851074518445,1265.6180185686085,4951.7442642097585,4450.154109567872
70,40.0,2.0,40.0,3.0,7.0,70,1158440.3274488896,697900.4406024814,11.0,5.0,11.0,4.0,2.926389455795288,926.7280391978092,7806.375517030329,5.0,0.0,94.83979034423828,1176.2325182128493,227.83741301562483,1272.1008188225462,4978.402474418551,4433.936575410399
71,36.0,2.0,119.0,6.0,21.0,71,1158444.8428598046,697902.1535255611,11.0,5.0,11.0,4.0,2.926389455795288,931.4522631420155,7810.319331318459,5.0,0.0,94.83979034423828,1176.7791005945112,228.2971569063295,1272.183516605635,4982.567395668018,4430.319328572843
72,40.0,2.0,40.0,3.0,7.0,72,1158438.9268611372,697904.1233378947,11.0,5.0,11.0,4.0,2.926389455795288,927.5526795696975,7804.098828154145,5.0,0.0,94.83979034423828,1172.3173867222988,223.91491892546884,1268.1611534438405,4976.405444129745,4431.330560219007
73,40.0,2.0,26.0,3.0,8.0,73,1158435.9642686397,697904.9261578023,11.0,5.0,11.0,4.0,2.926389455795288,925.5090129984056,7801.029614294935,5.0,0.0,94.83979034423828,1170.246269650916,221.88509595076243,1266.3243785650207,4973.350399220405,4432.00255163049
74,39.0,2.0,44.0,3.0,8.0,74,1158413.9311762154,697908.3867808133,11.0,5.0,11.0,4.0,3.7854413986206055,909.080986964521,7778.8307794545935,5.0,0.0,94.83979034423828,1157.0741675652885,209.04053123264788,1255.1638516563698,4951.048781905718,4439.277647430046
75,37.0,2.0,7.0,3.0,4.0,75,1158485.5153506398,697908.8149295598,11.0,5.0,11.0,4.0,2.926389455795288,969.4093386807708,7848.055597380327,5.0,0.0,94.83979034423828,1189.495488750271,240.3027091965301,1281.7794255574495,5021.571749892219,4405.632583607742
76,35.0,2.0,23.0,3.0,6.0,76,1158416.9833354652,697911.2306071371,11.0,5.0,11.0,4.0,2.926389455795288,913.2030172891778,7781.075744810663,5.0,0.0,94.83979034423828,1155.94506101337,207.83900458425663,1253.5857514882243,4953.584351696676,4435.331633538829
77,36.0,2.0,6.0,3.0,4.0,77,1158439.907830298,697923.8011200577,11.0,5.0,11.0,4.0,2.926389455795288,939.2346327425329,7800.157702213579,5.0,0.0,94.83979034423828,1155.2765991604408,206.69813721006867,1250.2600543030571,4974.125300167309,4413.472678860913
78,36.0,2.0,119.0,6.0,21.0,78,1158457.0993969738,697925.5671926439,11.0,5.0,11.0,4.0,2.926389455795288,954.5099526650201,7816.380367073401,5.0,0.0,94.83979034423828,1161.584510195688,212.71413267315327,1255.1792942620211,4990.80068031394,4403.891668915155
79,36.0,2.0,119.0,6.0,21.0,79,1158527.4726158082,698008.1165682226,10.0,5.0,15.0,4.0,5.67911958694458,1059.1834825768155,7864.8229680374125,5.0,0.0,92.31493377685547,1120.458743607509,169.78038847392253,1207.9835603423082,5047.706650774326,4298.152954569
80,40.0,2.0,26.0,3.0,8.0,80,1158533.7357266396,698010.1516691446,10.0,5.0,15.0,4.0,5.67911958694458,1065.4786108203775,7870.434548457869,5.0,0.0,92.31493377685547,1121.5221466833902,170.72377744340776,1208.6607133808413,5053.612211962691,4293.467088973307
81,37.0,2.0,7.0,3.0,4.0,81,1158533.9932720512,698010.5102642328,10.0,5.0,15.0,4.0,5.67911958694458,1065.895335180347,7870.600962550359,5.0,0.0,92.31493377685547,1121.3223019917966,170.51598378984912,1208.4372265139327,5053.815668672797,4293.030279646044
82,40.0,2.0,40.0,3.0,7.0,82,1158533.24786672,698010.5283088088,10.0,5.0,15.0,4.0,5.67911958694458,1065.2954309204015,7869.872054027285,5.0,0.0,92.31493377685547,1120.9633234294247,170.17026653120564,1208.1187030542844,5053.0753779830175,4293.356510763356
83,0.0,2.0,10.0,3.0,4.0,83,1158533.0264104754,698011.6283722222,10.0,5.0,15.0,4.0,5.67911958694458,1065.746508002968,7869.399229718941,5.0,0.0,92.31493377685547,1119.8846720992374,169.08563635936628,1207.0232559352257,5052.6985825082775,4292.481062331807
84,40.0,2.0,40.0,3.0,7.0,84,1158533.7806740552,698011.9748282284,10.0,5.0,15.0,4.0,5.67911958694458,1066.5628017782842,7870.051480352248,5.0,0.0,92.31493377685547,1119.9243914350654,169.10832228335798,1207.0121294045957,5053.3954877794595,4291.826865609549
85,0.0,2.0,10.0,3.0,4.0,85,1158533.5411732197,698012.3455623984,10.0,5.0,15.0,4.0,5.67911958694458,1066.5801493994043,7869.731892113298,5.0,0.0,92.31493377685547,1119.4850050548764,168.66990401421998,1206.576149268828,5053.105412462209,4291.607556264036
86,39.0,2.0,44.0,3.0,8.0,86,1158533.071357891,698013.4515313059,10.0,5.0,15.0,4.0,5.67911958694458,1066.8329204272547,7869.016449296688,5.0,0.0,92.31493377685547,1118.2869562854169,167.4701811995239,1205.37467195898,5052.4823456849335,4290.841082062299
87,40.0,2.0,26.0,3.0,8.0,87,1158535.1031779647,698015.225805983,10.0,5.0,15.0,4.0,5.67911958694458,1069.5159521090952,7870.577407536054,5.0,0.0,92.31493377685547,1117.6515537613204,166.77693862047417,1204.5758292636713,5054.2403318681345,4288.331658136534
88,39.0,2.0,3.0,3.0,4.0,88,1158534.109741643,698015.2504122257,10.0,5.0,15.0,4.0,5.67911958694458,1068.718577120342,7869.605699172774,5.0,0.0,92.31493377685547,1117.1702593634286,166.31568519446884,1204.1508086555987,5053.253520167504,4288.766215364425
89,35.0,2.0,23.0,3.0,6.0,89,1158533.3646643907,698015.2687848955,10.0,5.0,15.0,4.0,5.67911958694458,1068.120714615673,7868.876940657933,5.0,0.0,92.31493377685547,1116.8098054716638,165.96981868264265,1203.8321181735237,5052.513424847613,4289.092328326918
90,39.0,2.0,44.0,3.0,8.0,90,1158534.863677144,698015.5965401381,10.0,5.0,15.0,4.0,5.67911958694458,1069.5340825774013,7870.257953565807,5.0,0.0,92.31493377685547,1117.2120688110338,166.33852037143436,1204.1398491475015,5053.950480862827,4288.112377242581
91,36.0,2.0,6.0,3.0,4.0,91,1158532.876804471,698015.6454245597,10.0,5.0,15.0,4.0,5.67911958694458,1067.9399621165844,7868.3146028287965,5.0,0.0,92.31493377685547,1116.2505118657687,165.41630777044054,1203.2901078469667,5051.976891437197,4288.982128897288
92,35.5,2.0,14.5,3.0,5.0,92,1158534.1366444677,698016.3442420661,10.0,5.0,15.0,4.0,5.67911958694458,1069.3720131006369,7869.376447166663,5.0,0.0,92.31493377685547,1116.212819153657,165.34644193691307,1203.1616916625376,5053.124448701322,4287.782376182137
93,36.0,2.0,119.0,6.0,21.0,93,1158533.8882853836,698016.3501475602,10.0,5.0,15.0,4.0,5.67911958694458,1069.1727004606387,7869.133571303147,5.0,0.0,92.31493377685547,1116.0927163739564,165.23134929415923,1203.0556614718425,5052.877774905769,4287.891288062182
94,39.0,2.0,3.0,3.0,4.0,94,1158955.8775988817,699149.0506380647,11.0,5.0,15.0,1.0,1.6888824701309204,2177.1777765966017,8104.364302610175,6.0,0.0,64.40818786621094,402.53060801204487,531.6316360190577,596.324015988666,4458.704654963123,3091.4198721008156
95,56.0,2.0,15.0,3.0,4.0,95,1159962.092449978,700173.2900593877,12.0,5.0,16.0,1.0,0.8455676436424255,2158.4155275725698,8174.34640348793,6.0,0.0,29.170459747314453,367.02770090497023,203.8202982100661,462.40233601695695,3201.3983232258756,1732.5702969006136
96,53.0,2.0,0.0,0.0,0.0,96,1159962.3496673107,700173.6486544758,12.0,5.0,16.0,1.0,0.8455676436424255,2158.387259130369,8173.913728537402,6.0,0.0,29.170459747314453,366.9389978713712,203.53059760585555,462.088955598936,3201.077770875771,1732.1444038545342
97,53.0,2.0,0.0,0.0,0.0,97,1159964.2131806314,700178.710980311,12.0,5.0,16.0,1.0,0.8455676436424255,2159.4945848834855,8168.53305974689,6.0,0.0,29.170459747314453,364.486817858159,201.2635706386132,459.4078631531035,3198.291626991654,1726.750031181786
98,0.0,0.0,33.0,3.0,7.0,98,1159961.635429889,700195.19257465,12.0,5.0,16.0,1.0,0.5026631355285645,2170.478510690119,8154.578124664541,6.0,0.0,29.170459747314453,350.63470808161384,203.38109898582474,459.2029032316584,3197.765429487977,1712.229162738004
99,31.0,3.0,5.0,3.0,4.0,99,1164722.0471688956,700107.8325131387,16.0,11.0,21.0,7.0,2.4408457279205322,894.2620338990071,4868.732894460034,5.0,2.0,44.898502349853516,1854.1021674678652,423.87798768003177,1266.2236118212643,1751.0491170768908,4267.5549190649745
100,52.0,2.0,3.0,3.0,4.0,100,1160012.6848684698,700270.5588937253,12.0,4.0,16.0,1.0,0.5026631355285645,2169.758775346605,8064.877910933666,6.0,0.0,29.170459747314453,332.9337774050981,171.12325125925443,396.4978016942293,3134.451687348485,1623.806574583598
101,0.0,2.0,14.0,3.0,4.0,101,1160026.8961261362,700282.6153000593,12.0,4.0,16.0,1.0,0.9348276257514954,2165.0639674528,8048.051345537123,6.0,0.0,29.170459747314453,336.7089760756551,164.86972693460964,380.65858865659004,3118.482924611923,1607.6442710621625
102,0.0,3.0,3.0,3.0,4.0,102,1165510.4081249684,700206.549507305,16.0,11.0,22.0,7.0,1.226580023765564,1521.5946159111143,4095.5546689699145,5.0,2.0,21.376863479614258,1317.7101349355378,315.8060072731356,1249.5006507441617,2472.5825637622243,4966.101703260844
103,29.0,3.0,93.0,3.0,12.0,103,1165532.3680548072,700210.3953001499,16.0,11.0,22.0,7.0,1.0196809768676758,1533.6689775943976,4074.2779200413543,5.0,2.0,20.259456634521484,1295.8362193177259,313.29294546547567,1247.927100627961,2493.065495818591,4985.6157026753735
104,33.0,3.0,18.0,5.0,11.0,104,1165529.3342682272,700218.4953495562,16.0,11.0,22.0,7.0,1.0196809768676758,1539.9294937897043,4078.348766553773,5.0,2.0,20.259456634521484,1295.7688641313289,305.0188368729577,1239.5586434033094,2488.27008984956,4980.123360226083
105,0.0,3.0,3.0,3.0,4.0,105,1165525.1124918908,700218.5977115631,16.0,11.0,22.0,7.0,1.0196809768676758,1538.380034538404,4082.547046346073,5.0,2.0,20.259456634521484,1299.6804552556018,304.6523410246487,1239.0238823594452,2484.1344470691474,4976.0950441983405
106,19.0,3.0,17.0,3.0,5.0,106,1165529.5816430598,700228.7053028941,16.0,11.0,22.0,7.0,1.0196809768676758,1549.4298705742092,4079.465954965883,5.0,2.0,20.259456634521484,1291.9486082894384,294.8444048424897,1229.4278853737926,2486.224999942586,4977.068654731762
107,51.0,2.0,32.0,3.0,4.0,107,1159511.1848872155,700379.9149742275,12.0,3.0,16.0,1.0,1.856831431388855,2545.9598891405594,8186.632953587034,6.0,0.0,27.32737922668457,90.78776855465964,678.31671546647,538.2507384201026,3616.444963893567,1753.2699235042917
108,29.0,3.0,93.0,3.0,12.0,108,1165545.9359410554,700237.0651943088,16.0,11.0,22.0,7.0,1.0196809768676758,1563.5287354298937,4064.399955387629,5.0,2.0,20.259456634521484,1273.7089804137422,287.52489459932883,1222.7891835847543,2500.343597166467,4989.888551636078
109,31.0,3.0,5.0,3.0,4.0,109,1165602.3524948955,700247.7374170572,16.0,11.0,22.0,7.0,1.0196809768676758,1596.3404369827495,4010.0233778669876,5.0,2.0,19.381153106689453,1217.1266219532085,280.4059757447858,1217.9399402896213,2553.192356361959,5040.040406785124
110,37.0,3.0,39.0,7.0,13.0,110,1165587.5050836354,700250.286296472,16.0,11.0,22.0,7.0,1.0196809768676758,1592.4445117046168,4025.0821905019548,5.0,2.0,20.259456634521484,1230.1355113781476,276.9324683981914,1213.9006551605867,2538.1399981369236,5025.142691155263
111,19.0,3.0,17.0,3.0,5.0,111,1165589.4204341322,700257.5369381458,16.0,11.0,22.0,7.0,1.0196809768676758,1599.8378129093794,4024.221589411144,5.0,2.0,18.901124954223633,1225.831980843628,269.815977277403,1206.8846563244335,2538.509381421906,5024.6913674682655
112,53.0,0.0,90.0,3.0,13.0,112,1159772.3362677991,700399.7745145559,12.0,3.0,16.0,1.0,1.6118288040161133,2441.03429323338,8050.422078714819,6.0,0.0,23.82569694519043,71.90916562918528,443.9833176772218,457.4136476971002,3354.7135184764647,1601.924759792657
