siteID,depMEAN_NO2__Plume,depMEAN_VOC__Plume,depMEAN_pm_10__Plu,depMEAN_pm_1__Plum,depMEAN_pm_2_5__Pl,siteID_INT,p_XCOORD,p_YCOORD,pG_hwc_raster_val,pG_hsc_raster_val,pG_rrc_raster_val,pG_tric_raster_val,pG_slo_raster_val,pD_pard_none_dist,pD_wad_none_dist,pG_parc_raster_val,pG_wac_raster_val,pG_ele_raster_val,pE_hsd_none_dist,pE_hwd_none_dist,pE_rrd_none_dist,pF_trid_none_dist,pD_psd_none_dist
113,56.0,2.0,15.0,3.0,4.0,113,1159360.3190472275,700419.0100403875,12.0,3.0,16.0,1.0,2.3976874351501465,2390.1171740946893,8223.719316584042,6.0,0.0,30.388547897338867,221.90830585228346,794.5684675648681,585.7456492511254,3762.46172961769,1812.4933638397729
114,36.0,0.0,0.0,0.0,0.0,114,1165608.8784004748,700270.9296278954,16.0,11.0,22.0,7.0,1.0196809768676758,1620.1229970485172,4006.9219185049437,5.0,2.0,18.31351089477539,1202.9732571483846,257.6678708809261,1195.478088059925,2554.8479752973503,5039.026333885565
115,36.0,4.0,29.0,3.0,6.0,115,1165585.8003626317,700272.2186673135,16.0,11.0,22.0,7.0,1.0196809768676758,1611.736339934043,4029.937920177667,5.0,2.0,18.901124954223633,1224.2839669241066,254.93639404325108,1191.9090953187792,2531.978783542845,5016.682043985011
116,51.0,2.0,32.0,3.0,4.0,116,1159305.1839868873,700440.4309293032,12.0,3.0,16.0,1.0,2.408278226852417,2331.318523149273,8231.74084666457,6.0,0.0,36.6294059753418,275.065192835034,845.7367861341088,605.7540540363109,3815.376243056644,1831.5658955892616
117,33.0,3.0,18.0,5.0,11.0,117,1165625.418065548,700286.9466562271,16.0,11.0,22.0,7.0,1.0021759271621704,1641.6290127777083,3992.9701716415966,5.0,2.0,18.31351089477539,1182.0241479123197,242.71785378602263,1181.1161447996083,2567.9306480218916,5049.851059812019
118,55.0,2.0,3.0,3.0,4.0,118,1159311.4461134672,700442.4660302252,12.0,3.0,16.0,1.0,2.408278226852417,2336.849240439985,8226.908191804545,6.0,0.0,36.6294059753418,272.3085714414745,843.3270519679945,600.0082628965655,3808.957918099691,1825.9295161166567
119,55.0,2.0,3.0,3.0,4.0,119,1159560.683147803,700452.7645660639,12.0,3.0,16.0,1.0,1.812415599822998,2576.219015681632,8099.11658184858,5.0,0.0,25.22402000427246,110.6790224063643,657.95388572543,451.2668270638654,3559.810246319809,1665.1968378113434
120,53.0,0.0,90.0,3.0,13.0,120,1159275.9743996412,700465.2284518927,12.0,3.0,16.0,1.0,1.9923502206802368,2296.772356048662,8224.450391602431,6.0,0.0,36.6294059753418,313.10229735270104,883.4966441412171,608.4942075999339,3842.3560733933346,1832.3618345751586
121,40.0,2.0,35.0,3.0,7.0,121,1159279.3484086394,700481.1988923997,12.0,3.0,16.0,1.0,1.9923502206802368,2296.099708930034,8208.889775696127,6.0,0.0,36.6294059753418,322.53879078349496,893.6300247153008,594.9769966318288,3837.714755532924,1818.2713663265306
122,53.0,2.0,0.0,0.0,0.0,122,1159405.3317524642,700501.455413565,12.0,3.0,15.0,1.0,2.2257657051086426,2413.8879869086777,8129.786966775214,6.0,0.0,31.084360122680664,251.890591682817,820.0669837745896,493.4335122495076,3710.549723230154,1720.2270331142481
123,0.0,2.0,14.0,3.0,4.0,123,1159408.8445407152,700502.8284423053,12.0,3.0,15.0,1.0,2.2257657051086426,2417.0067706624427,8126.8908149251565,6.0,0.0,31.084360122680664,250.51417484138545,817.3342131455835,490.11891924289364,3706.9437798855492,1716.9267310945634
124,31.0,3.0,5.0,3.0,4.0,124,1165689.1203659773,700352.169950977,16.0,11.0,23.0,7.0,1.0021759271621704,1727.9972364493954,3940.6325755490366,5.0,2.0,16.250553131103516,1100.5419587546564,182.6696170094473,1122.165506545383,2619.018553622744,5091.274942176036
125,40.0,2.0,35.0,3.0,7.0,125,1159388.348846808,700508.0748228878,12.0,3.0,15.0,1.0,2.2257657051086426,2395.85772068301,8132.195600948938,6.0,0.0,31.084360122680664,268.2797896749142,838.2924316185206,499.65415599923375,3726.9949839935216,1726.0783549016428
126,0.0,0.0,33.0,3.0,7.0,126,1159393.5817759782,700508.6761996448,12.0,3.0,15.0,1.0,2.2257657051086426,2400.8271101305636,8129.137413473062,6.0,0.0,31.379236221313477,265.1690606898535,833.6744649457308,495.7036323458605,3721.7320994828738,1722.2385119858209
127,52.0,2.0,3.0,3.0,4.0,127,1159392.100807801,700509.0774455667,12.0,3.0,15.0,1.0,2.2257657051086426,2399.294063852783,8129.5025516039095,6.0,0.0,31.379236221313477,266.469028564239,835.1970046520798,496.39432368115354,3723.179836151122,1722.8881604509393
128,0.0,2.0,14.0,3.0,4.0,128,1159390.8590123951,700509.1079573035,12.0,3.0,15.0,1.0,2.2257657051086426,2398.0763218931647,8130.07666235712,6.0,0.0,31.379236221313477,267.33441121182585,836.3578531641426,497.2033328610657,3724.4161038031325,1723.6671948301766
129,56.0,2.0,15.0,3.0,4.0,129,1159390.380338803,700509.8494256437,12.0,3.0,15.0,1.0,2.2257657051086426,2397.4454364250305,8129.659440854871,6.0,0.0,31.379236221313477,268.2038043353016,837.0817017036021,496.9748356581609,3724.8395479736205,1723.4109807238383
130,53.0,0.0,90.0,3.0,13.0,130,1159388.4026524723,700510.2628106475,12.0,3.0,15.0,1.0,2.2257657051086426,2395.4252986307215,8130.255063005748,6.0,0.0,31.379236221313477,269.8498770838792,839.0685837225209,498.0000637999215,3726.782005568687,1724.3755272296826
131,55.0,2.0,3.0,3.0,4.0,131,1159387.905934304,700510.2749497294,12.0,3.0,15.0,1.0,2.2257657051086426,2394.9381995427634,8130.484953266068,6.0,0.0,31.379236221313477,270.1959819682968,839.5329343118411,498.32617446321177,3727.2765357319017,1724.6879305866617
132,55.0,2.0,3.0,3.0,4.0,132,1159388.908228889,700510.6151721478,12.0,3.0,15.0,1.0,2.2257657051086426,2395.8404624424766,8129.701973214887,6.0,0.0,31.379236221313477,269.7654072177887,838.7342251469662,497.39896934018356,3726.2522196752807,1723.779656899457
133,51.0,2.0,32.0,3.0,4.0,133,1159387.6664334685,700510.6456838995,12.0,3.0,15.0,1.0,2.2257657051086426,2394.6226393888696,8130.276563276669,6.0,0.0,31.379236221313477,270.63078988638597,839.8949608922075,498.21439885064297,3727.4885445270766,1724.560614632994
134,53.0,0.0,90.0,3.0,13.0,134,1159387.4180743843,700510.6515893936,12.0,3.0,15.0,1.0,2.2257657051086426,2394.3791213071568,8130.391671420755,6.0,0.0,31.379236221313477,270.8037218710286,840.1270614574782,498.37784128090385,3727.7358242160867,1724.7170210490403
135,51.0,2.0,32.0,3.0,4.0,135,1159388.4203689694,700510.9918118119,12.0,3.0,15.0,1.0,2.2257657051086426,2395.281444157008,8129.608637999733,6.0,0.0,31.379236221313477,270.37314712036243,839.3284877541166,497.45000708528937,3726.7115375737276,1723.8085533635071
136,30.0,6.0,72.0,6.0,16.0,136,1165647.0617230535,700359.7565499693,16.0,11.0,23.0,7.0,1.3105766773223877,1716.773810178794,3983.368981794356,5.0,2.0,17.126880645751953,1137.8421846641863,171.40597493205155,1110.7097096898933,2576.285504873887,5048.824670443263
137,30.0,6.0,72.0,6.0,16.0,137,1165530.41333431,700365.5029295534,16.0,11.0,22.0,7.0,1.2504321336746216,1676.634462935674,4099.309383900928,5.0,2.0,17.386608123779297,1243.3732577242918,158.3672584887631,1093.4367503149435,2460.3013521032562,4935.624452519996
138,56.0,2.0,15.0,3.0,4.0,138,1159393.1053989679,700519.6331987232,12.0,3.0,15.0,1.0,2.2257657051086426,2397.9606547949297,8119.779303272953,6.0,0.0,31.379236221313477,273.5380345597123,838.3290995682338,487.91760059561796,3721.4229747100317,1714.1913573460197
139,30.0,6.0,72.0,6.0,16.0,139,1165753.082836479,700376.8890616447,16.0,11.0,23.0,7.0,1.4962174892425537,1778.9725466336788,3881.9902410912377,5.0,2.0,16.250553131103516,1032.0168608484141,182.0221301905939,1087.2375060531842,2678.3033128923635,5145.504452157411
140,21.0,3.0,21.0,3.0,4.0,140,1165571.3522288054,700383.4825523943,16.0,11.0,22.0,7.0,1.2504321336746216,1708.4186131781714,4062.031969722814,5.0,2.0,17.386608123779297,1200.4196881155428,142.98618693682207,1079.7501570500121,2497.7419311034405,4969.487663282503
141,21.0,3.0,21.0,3.0,4.0,141,1165721.3299472183,700389.3335905522,16.0,11.0,23.0,7.0,1.4962174892425537,1775.593494513223,3915.4679061007027,5.0,2.0,16.250553131103516,1057.99139328806,156.20826210372843,1080.6207595772653,2645.048266774294,5111.532143265675
142,30.0,6.0,72.0,6.0,16.0,142,1165856.0442447215,700390.8122621477,13.0,11.0,25.0,7.0,1.581907868385315,1841.0154597452374,3783.343552329576,5.0,2.0,15.413749694824219,930.129106114645,243.2095599324319,1055.2773688358716,2778.1446343025927,5240.537166944115
143,33.0,3.0,18.0,5.0,11.0,143,1165708.343752727,700407.160982728,16.0,11.0,23.0,7.0,1.4962174892425537,1785.8471421916904,3931.500774055932,5.0,2.0,16.250553131103516,1063.6422269457482,134.73258452888945,1065.3786593930142,2629.615143355768,5094.072899517391
144,30.0,6.0,72.0,6.0,16.0,144,1165939.674982965,700447.8918723911,13.0,11.0,26.0,7.0,0.6974542140960693,1932.9595986863321,3712.633114900624,5.0,2.0,11.476165771484375,832.4751720309703,271.2315339508042,984.2725485578372,2827.874585225766,5305.888666179762
145,30.0,6.0,72.0,6.0,16.0,145,1165566.352238804,700464.23534365,16.0,11.0,22.0,7.0,1.2326562404632568,1781.6875841851106,4081.712685907683,5.0,2.0,17.386608123779297,1144.4056482242709,62.07877782708029,998.9103540493458,2481.2243774873127,4941.822748386092
146,0.0,3.0,3.0,3.0,4.0,146,1165774.741585806,700470.8596742302,13.0,11.0,23.0,7.0,0.9403960704803467,1872.428527187466,3878.765980955883,5.0,2.0,12.455987930297852,979.5684637424722,131.73998331603454,990.9154714113276,2687.2733890373906,5140.697265337861
147,36.0,0.0,0.0,0.0,0.0,147,1165776.0099559724,700471.9236484766,13.0,11.0,23.0,7.0,0.9403960704803467,1873.951202069919,3877.7416394175066,5.0,2.0,12.455987930297852,978.0194542450778,132.37600009955102,989.6434454006825,2688.4109672905656,5141.64011107336
148,29.0,3.0,93.0,3.0,12.0,148,1165776.5152043104,700472.2760099769,13.0,11.0,23.0,7.0,0.9403960704803467,1874.49408898137,3877.319103954036,5.0,2.0,12.455987930297852,977.4260657729503,132.6665227005065,989.2070750391271,2688.8724574990215,5142.034621756204
149,29.0,3.0,93.0,3.0,12.0,149,1165777.0296389759,700472.9932001382,13.0,11.0,23.0,7.0,0.9403960704803467,1875.3664683131285,3876.962296288757,5.0,2.0,12.455987930297852,976.7032733353999,132.80444168536133,988.4100287030183,2689.3013898619456,5142.341940459469
150,19.666666666666668,3.0,18.333333333333332,3.0,4.666666666666667,150,1165777.2868563086,700473.3521233052,13.0,11.0,23.0,7.0,0.9403960704803467,1875.8029540978469,3876.784022690442,5.0,2.0,12.455987930297852,976.3417685407863,132.87540072026553,988.0111826481157,2689.5159015347863,5142.49556334749
151,37.0,3.0,39.0,7.0,13.0,151,1165777.2957145572,700473.7166238874,13.0,11.0,23.0,7.0,0.9403960704803467,1876.1319678293423,3876.850023209504,5.0,2.0,12.455987930297852,976.2127827413053,132.7223382438717,987.6508877299567,2689.4830945762724,5142.408150647528
152,36.0,4.0,29.0,3.0,6.0,152,1165778.7943992168,700474.0450353026,13.0,11.0,23.0,7.0,0.9403960704803467,1877.1036413960871,3875.450480906076,5.0,2.0,12.455987930297852,974.6898611794621,133.92641195678888,987.0619272514652,2690.9345750690077,5143.767585063815
153,21.0,3.0,21.0,3.0,4.0,153,1165777.3045728058,700474.0811244696,13.0,11.0,23.0,7.0,0.9403960704803467,1876.4609947181098,3876.916056894895,5.0,2.0,12.455987930297852,976.0837969418244,132.5701018312811,987.2905928116419,2689.4503366474232,5142.320762313639
154,0.0,3.0,3.0,3.0,4.0,154,1165778.3242558092,700475.151004225,13.0,11.0,23.0,7.0,0.9403960704803467,1877.8765937492276,3876.1375510224666,5.0,2.0,12.455987930297852,974.7675074539704,133.02505049201466,986.0568532197004,2690.341726366527,5143.023117905059
155,31.0,3.0,5.0,3.0,4.0,155,1165778.0847549736,700475.5217383951,13.0,11.0,23.0,7.0,0.9403960704803467,1878.0987224267024,3876.4480782418855,5.0,2.0,12.455987930297852,974.8708234978683,132.6499121455838,985.7344636641625,2690.061712311328,5142.694579342808
156,33.0,3.0,18.0,5.0,11.0,156,1165778.599189639,700476.2389285564,13.0,11.0,23.0,7.0,0.9403960704803467,1878.9710967706471,3876.0919992609024,5.0,2.0,12.455987930297852,974.1480310603564,132.8114571475828,984.937417328324,2690.4916203793377,5143.002468222468
157,31.0,3.0,5.0,3.0,4.0,157,1165778.1024714708,700476.2510676384,13.0,11.0,23.0,7.0,0.9403960704803467,1878.757100899934,3876.5806029803907,5.0,2.0,12.455987930297852,974.6127433254057,132.3560117362957,985.0135509481137,2689.9967168462467,5142.520009190576
158,36.0,4.0,29.0,3.0,6.0,158,1165675.2283333838,700486.4059029818,16.0,11.0,23.0,7.0,1.0367146730422974,1843.7800903244017,3979.360900953043,5.0,2.0,14.47671890258789,1059.061207348011,48.87018926982734,987.3343478184609,2586.6346379039596,5040.621340525876
159,36.0,0.0,0.0,0.0,0.0,159,1165948.9072479755,700541.7988368124,13.0,11.0,26.0,7.0,0.39086270332336426,2018.2307626250472,3724.221611945524,5.0,2.0,11.429914474487305,791.7401476755231,177.96828091083813,890.2166741800904,2757.8077401858027,5291.207906514906
160,0.0,2.0,14.0,3.0,4.0,160,1160146.121937558,700716.4175820649,12.0,3.0,16.0,4.0,0.9528972506523132,2356.949721823732,7603.813433020752,6.0,0.0,21.51318359375,454.7726045603129,259.43847457056785,185.56928514128327,2959.94391333509,1159.510823190322
161,29.0,1.0,3.0,3.0,4.0,161,1149545.4984538108,702295.602415815,3.0,6.0,3.0,1.0,0.7354018688201904,1424.3907456352313,1414.0892052368897,8.0,4.0,104.89319610595703,33.47053710485545,2601.363461612692,3944.995273059394,3599.1645430016974,10783.00262876655
162,24.0,1.0,3.0,3.0,4.0,162,1152441.2938432992,702291.1047213972,4.0,6.0,5.0,5.0,0.4434361159801483,1033.0734594488397,2049.361040447131,10.0,3.0,113.41527557373047,87.57108665054642,448.88226924053305,3286.617876290083,3719.641700697197,7887.881219761254
163,25.0,1.0,16.0,3.0,4.0,163,1151873.581724137,702312.5541535616,4.0,6.0,5.0,5.0,0.17874866724014282,1572.8861660967968,1664.3229669579123,10.0,3.0,118.31587982177734,82.51428111444811,1016.8173620476417,3366.2514966489525,3716.2219168573915,8454.996352274235
164,21.0,1.0,3.0,3.0,4.0,164,1153486.3147191405,702279.6910303086,4.0,5.0,5.0,5.0,1.4457252025604248,102.28149093594865,2929.39267528841,11.0,3.0,113.1569595336914,596.7079169708472,594.7795053380568,3297.9407426647967,3544.9009506114685,6843.52153461507
165,25.0,1.0,3.0,3.0,4.0,165,1152049.15191105,702328.6075991392,4.0,6.0,5.0,5.0,0.5991808176040649,1417.0503794904125,1790.0492692508083,10.0,3.0,117.61060333251953,58.72709310198063,842.6084305426831,3357.5748436485283,3797.01899742925,8279.154747694158
166,18.0,1.0,3.0,3.0,4.0,166,1153000.2451532185,702316.9560476393,4.0,6.0,5.0,5.0,0.2574950158596039,475.50174586648734,2521.0642773811555,11.0,3.0,111.6546401977539,115.03032737130457,107.32753551891487,3302.3569851070915,3621.1801495795335,7328.484563284887
167,18.0,1.0,19.0,3.0,4.0,167,1153242.450705558,702314.9435844719,4.0,6.0,5.0,5.0,0.2542414367198944,238.53685662923348,2729.2543475309058,11.0,3.0,109.51448059082031,350.30905478647065,349.17818871215036,3310.548605757685,3591.5762208878054,7086.385867711175
168,24.0,1.0,13.0,3.0,4.0,168,1152789.8384218067,702328.7608140558,4.0,6.0,5.0,5.0,0.15808546543121338,682.5879254819181,2351.2020924153667,10.0,3.0,112.09968566894531,39.73111668074609,103.40486757758043,3311.0083166193635,3669.585239518708,7538.598234991667
169,26.0,1.0,3.0,3.0,4.0,169,1144669.7755937278,702532.605878815,2.0,7.0,0.0,0.0,0.5112107396125793,0.0,788.6590261670564,12.0,3.0,96.8342056274414,94.85024774643111,1442.0641706170716,6754.208675606506,6944.39536035406,14050.048832821636
170,18.0,1.0,19.0,3.0,4.0,170,1153124.7012691349,702325.8995993137,4.0,6.0,5.0,5.0,0.5586520433425903,351.1009529191967,2632.345746833698,11.0,3.0,110.35025024414062,232.28010588615962,230.97228377384684,3315.7008048660664,3613.8797576873617,7203.864349324589
171,27.0,0.0,3.0,3.0,4.0,171,1147450.5055965483,702467.892425552,2.0,6.0,1.0,1.0,0.35007452964782715,964.9002502718917,1794.5479014030072,8.0,5.0,116.29862213134766,63.43545092568839,2638.902170550048,4969.707186818887,4772.413094120744,12859.934418832307
172,25.0,1.0,3.0,3.0,4.0,172,1152219.256229639,702354.649869889,4.0,6.0,5.0,5.0,0.5461647510528564,1245.005691079065,1926.5382300211163,10.0,3.0,115.2154541015625,27.60204438949215,674.4842045458256,3366.886722067244,3850.394364650998,8108.639783267395
173,23.0,0.0,36.0,3.0,5.0,173,1139028.9640407264,702687.8706601411,2.0,9.0,0.0,0.0,0.49943965673446655,2034.4516575743776,2171.7675186355177,12.0,5.0,93.59904479980469,53.875761376372246,3029.075129362476,8492.594160938776,11353.84399671203,8536.508779219082
174,21.0,0.0,3.0,3.0,4.0,174,1139408.1417600513,702678.5324242264,2.0,9.0,0.0,0.0,0.46437570452690125,1676.6126648965765,1808.0764406303852,12.0,5.0,92.59947204589844,56.947009604702735,2698.092866393998,8857.761397392944,11038.790037893297,8902.906960454908
175,30.0,1.0,3.0,3.0,4.0,175,1149735.8970231414,702417.4364897311,3.0,6.0,3.0,1.0,0.45896753668785095,1429.1363732685097,1443.7580978235362,8.0,4.0,105.65693664550781,66.02844157057487,2737.8702416832507,4006.8490996414307,3669.378218323512,10586.910143081288
176,27.0,1.0,3.0,3.0,4.0,176,1142353.6191368103,702604.5027166456,2.0,7.0,0.0,0.0,0.48783114552497864,337.9832004151187,1079.3907737983482,11.0,3.0,101.3473129272461,30.51171806783249,105.19665064880161,8386.904621983662,8765.367824173427,11770.07856953105
177,21.0,1.0,3.0,3.0,4.0,177,1153736.7548350543,702319.0731693953,4.0,5.0,5.0,5.0,0.14361493289470673,84.65101344178304,3172.5296884940503,12.0,3.0,116.49885559082031,842.2691850468959,842.2691850468959,3368.7540743046843,3589.8055458491394,6592.121942302811
178,23.0,1.0,3.0,3.0,4.0,178,1151071.9107553065,702387.6599744707,4.0,6.0,5.0,5.0,0.510565459728241,1895.4959484506096,1395.9740799477513,8.0,3.0,115.10348510742188,62.52977285405879,1821.6285128067766,3608.9721870003495,3586.014726339801,9255.48605403286
179,28.0,0.0,3.0,3.0,4.0,179,1147699.1386294663,702474.4058639705,2.0,6.0,1.0,1.0,0.24515515565872192,1167.7017103294681,2041.2520327328054,7.0,5.0,114.91209411621094,45.71747254213886,2614.396667905034,4848.902318907199,4619.886700706658,12611.642589579424
180,19.0,1.0,3.0,3.0,4.0,180,1153361.219496891,702334.9753685594,4.0,5.0,5.0,5.0,0.790524423122406,119.83969716874648,2843.16938529359,11.0,3.0,111.8247299194336,466.4483547533756,466.447907551967,3340.0689170103506,3603.9530177494225,6967.2082203195105
181,28.0,1.0,26.0,3.0,4.0,181,1148549.6713772267,702455.5820827335,2.0,6.0,2.0,1.0,0.6823524832725525,1088.07415306091,2183.2948054495196,9.0,5.0,111.24002075195312,48.79271532050736,2641.178170550833,4445.589220004767,4132.7133781932625,11766.163152856192
182,23.0,1.0,3.0,3.0,4.0,182,1150957.0694495589,702395.637648806,4.0,6.0,5.0,5.0,0.4782431721687317,1966.5478622398934,1387.1396723435535,8.0,4.0,114.3130874633789,58.94685286307926,1936.7443129126912,3648.24353839363,3579.0620519628155,9370.2481112073
183,29.0,1.0,3.0,3.0,4.0,183,1150063.4741238952,702421.2727681398,3.0,6.0,3.0,5.0,0.6750060319900513,1649.9027081682818,1363.5038876913554,7.0,4.0,108.91764831542969,56.59546826729313,2764.2695422517554,3919.999321698854,3614.5795602314342,10260.100368116598
184,26.0,1.0,3.0,3.0,4.0,184,1151553.8563137203,702384.3814377189,4.0,6.0,5.0,5.0,0.17404620349407196,1625.5659075190154,1551.3798781718976,9.0,3.0,118.0168685913086,29.18217777939601,1340.434901927266,3492.228243294793,3683.851376256294,8773.599393064
185,24.0,1.0,58.0,3.0,6.0,185,1137417.538129717,702742.6884638965,2.0,7.0,0.0,0.0,0.701888918876648,1954.5465959809812,1784.8686881997564,7.0,4.0,98.06229400634766,25.498525131573828,4375.8717376897885,6948.950483440134,12739.635815979345,6989.451238195725
186,29.0,1.0,3.0,3.0,4.0,186,1150197.5903254747,702419.0099773854,3.0,6.0,4.0,5.0,0.6883962750434875,1752.4197483284377,1347.759348302524,7.0,4.0,110.4674301147461,56.56630764305509,2696.1861916755142,3880.9320991171835,3596.698168980716,10126.632328039826
187,24.0,1.0,58.0,3.0,6.0,187,1137535.7422896326,702740.0178655535,2.0,7.0,0.0,0.0,0.6791175603866577,2072.7801283293884,1826.6017804189587,7.0,4.0,97.36972045898438,25.905688315762834,4276.70500986256,7060.829954831355,12636.852340035904,7101.489533247244
188,23.0,1.0,3.0,3.0,4.0,188,1152546.9146950543,702361.8093043864,4.0,6.0,5.0,5.0,0.26563385128974915,919.1816945605111,2175.9431146922598,10.0,3.0,112.51078796386719,14.138045301030722,347.92882047175897,3351.0644659937293,3758.225308239949,7780.910531115033
189,28.0,0.0,3.0,3.0,4.0,189,1147846.359463632,702479.459659636,2.0,6.0,1.0,1.0,0.5578633546829224,1114.2535474646875,2187.710198528196,7.0,5.0,114.56483459472656,37.290649064469726,2610.16763002016,4781.437290760553,4534.548124985551,12464.529000880853
190,20.0,1.0,3.0,3.0,4.0,190,1137992.9529893845,702731.2029225528,2.0,8.0,0.0,0.0,0.5163497924804688,2530.0757844055765,2037.6955421857679,9.0,4.0,93.07463836669922,26.664793840974408,3892.3346105438486,7494.508711444871,12242.720229409615,7536.148526650511
191,20.0,1.0,3.0,3.0,4.0,191,1137863.1061362177,702735.2639380544,2.0,7.0,0.0,0.0,0.3229843080043793,2400.175610999407,1969.0757042406788,8.0,4.0,93.95746612548828,22.514652807170116,4000.676518804722,7370.538837640999,12355.03128108273,7411.923384572152
192,28.0,0.0,3.0,3.0,4.0,192,1148009.6101213843,702479.7329530567,2.0,7.0,1.0,1.0,0.36641228199005127,1080.9521190920218,2349.5495186493986,7.0,5.0,112.40235137939453,24.659833103556448,2607.6904161910898,4704.8677961325375,4439.340687213221,12301.865039665636
193,23.0,1.0,3.0,3.0,4.0,193,1152676.909841895,702363.6797074825,4.0,6.0,5.0,5.0,0.211996391415596,790.0400424815316,2279.7899065411693,10.0,3.0,112.18306732177734,8.548537971613726,218.3101578940266,3348.5149635319153,3728.0708964330283,7650.901952019112
194,23.0,1.0,3.0,3.0,4.0,194,1147326.7715920508,702497.641709894,2.0,6.0,1.0,1.0,0.45462560653686523,888.3799567424218,1677.9604558878418,9.0,5.0,117.27120208740234,37.68234251483073,2688.8368174809375,5060.305404203093,4875.985151176526,12980.790176792898
195,23.0,1.0,3.0,3.0,4.0,195,1151183.325558722,702401.6599464715,4.0,6.0,5.0,5.0,0.6259317994117737,1813.7528431593842,1433.3583338418514,8.0,3.0,115.75367736816406,41.69499864629417,1711.31790045049,3593.7232388930447,3617.67331294622,9143.948548919328
196,36.0,0.0,3.0,3.0,4.0,196,1143615.5352481455,702592.1556284726,2.0,6.0,0.0,0.0,0.5382699370384216,0.0,1161.213265395405,13.0,3.0,105.54802703857422,75.58971964016175,389.7597069950144,7517.159987016929,7885.40173386435,13005.117213877946
197,29.0,1.0,3.0,3.0,4.0,197,1149538.5220898092,702443.5437209755,3.0,6.0,3.0,1.0,0.5617105960845947,1293.6261441624313,1548.255935071301,8.0,4.0,105.29712677001953,43.30354249597093,2748.2900189715892,4088.2513346348155,3743.325908400207,10781.645168994179
198,30.0,1.0,3.0,3.0,4.0,198,1149850.6595888883,702436.088027224,3.0,6.0,3.0,5.0,0.5208652019500732,1489.1941596737613,1424.5472415967238,7.0,4.0,106.81002807617188,45.4186983219262,2765.537248410938,3992.7023103905854,3663.913487543182,10471.027560070448
199,22.0,1.0,3.0,3.0,4.0,199,1146490.2565328032,702520.543566972,2.0,7.0,0.0,0.0,0.9791057109832764,140.19095423633195,858.5660032259134,8.0,6.0,103.81047821044922,45.57016154551364,2819.290987433814,5553.227251181767,5480.606581201999,13315.519507706738
200,20.0,1.0,0.0,0.0,0.0,200,1137748.2612215579,702742.954211399,2.0,7.0,0.0,0.0,0.4790859520435333,2285.215336870689,1909.9627734907053,7.0,4.0,95.27288818359375,15.666157340129738,4094.347491410589,7259.69060134705,12456.796402764965,7300.867610243083
201,20.0,1.0,3.0,3.0,4.0,201,1138374.008001551,702727.2695314735,2.0,9.0,0.0,0.0,0.18458591401576996,2661.8714755471547,2263.465176315442,11.0,4.0,93.2763671875,25.305165747887404,3570.1936375789655,7856.933087378077,11919.547563721153,7899.316810354269
202,23.0,1.0,3.0,3.0,4.0,202,1151306.2859427184,702400.4135578871,4.0,6.0,5.0,5.0,0.2815968990325928,1741.1519577446427,1467.5938161119316,8.0,3.0,117.83601379394531,34.395874446820514,1588.5235211407398,3562.190313231798,3639.964224986799,9021.003227256244
203,27.0,1.0,3.0,3.0,4.0,203,1148783.680751726,702463.5712399781,2.0,6.0,3.0,1.0,0.31235578656196594,1075.6006310246719,2015.258828516404,9.0,5.0,109.76190948486328,36.39766670079453,2692.6894012927464,4360.034178194211,4031.7897292715807,11532.4326257951
204,27.0,0.0,3.0,3.0,4.0,204,1145025.994369477,702558.6189501435,2.0,7.0,0.0,0.0,0.3240438401699066,1.2295322597589518,490.2010475192734,11.0,3.0,96.8511734008789,55.27670899493999,1794.9900866355347,6530.625691320058,6659.911510558491,13906.155883227468
205,26.0,1.0,3.0,3.0,4.0,205,1151793.521188721,702390.0763082206,4.0,6.0,5.0,5.0,0.32389387488365173,1523.717226537118,1679.442085359155,10.0,3.0,118.30500793457031,9.72181367282252,1101.60575335289,3455.5392542229083,3761.5653827607307,8533.887848400978
206,28.0,1.0,3.0,3.0,4.0,206,1150685.5952549726,702419.5719841421,4.0,6.0,5.0,5.0,0.5020570158958435,2094.45000746462,1405.2139590036181,8.0,4.0,112.08028411865234,44.224381062570984,2209.187375460415,3746.4560873303217,3582.4042922138437,9640.367428994587
207,26.0,1.0,3.0,3.0,4.0,207,1151432.0412686318,702401.6517443955,4.0,6.0,5.0,5.0,0.15436600148677826,1670.8620293790577,1514.4821793218903,9.0,3.0,117.67298126220703,23.56324091859749,1463.0963903208778,3535.2190276038145,3669.328568636313,8895.241898891674
208,26.0,1.0,16.0,3.0,4.0,208,1144439.5860934705,702577.473571226,2.0,7.0,0.0,0.0,0.016703549772500992,0.0,1019.5452685948094,12.0,3.0,96.17774963378906,58.79019584461561,1208.756185459214,6944.135719384116,7163.695740895296,13815.528312673447
209,20.0,1.0,0.0,0.0,0.0,209,1137649.3637815565,702752.4253210574,2.0,7.0,0.0,0.0,0.6411377191543579,2186.193421096074,1859.1051251193317,7.0,4.0,95.91584014892578,9.600049404869651,4173.514328269241,7163.3782053118675,12546.097485002863,7204.389417452302
210,24.0,1.0,3.0,3.0,4.0,210,1137318.664311722,702762.7412453145,2.0,7.0,0.0,0.0,0.8002697229385376,1855.4020827193444,1737.7261900127617,7.0,4.0,100.01864624023438,7.2207916223059865,4449.458197397851,6849.224501847811,12834.88572105063,6889.7192412109935
