total,no_yr,nurs_scl,kndr,oneyr,twoyr,threeyr,fouryr,fiveyr,sixyr,sevenyr,eightyr,nineyr,tenyr,elevenyr,twelveyr_nd,twelveyr,GED,sub_thirteenyr,thirteenyr,fourteenyr,sixteenyr,eighteenyr,prof_scl,doctorate,id,id,Y2014_Ed_TTL,Y2014_Ed_Avg
732,0,0,0,0,0,0,0,0,0,0,0,25,32,14,14,65,103,120,101,87,163,8,0,0,530723112,530723112,9659,13.19535519
1178,6,0,0,0,0,0,0,0,0,0,0,0,0,90,0,327,42,80,191,91,220,115,5,11,530723113,530723113,16075,13.64601019
1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,97,0,60,326,308,588,284,36,44,530723121,530723121,26707.5,15.17471591
882,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,248,64,212,78,101,101,58,0,0,530723122,530723122,11662,13.22222222
1029,0,0,0,0,0,0,0,0,0,0,0,26,32,0,77,519,44,2,214,74,37,0,4,0,530723123,530723123,12702.5,12.34450923
1472,0,0,0,0,0,0,0,0,0,0,24,0,0,26,0,176,22,137,124,310,294,190,132,37,530723131,530723131,21758.5,14.78158967
1028,7,0,0,0,0,0,0,0,0,0,0,0,0,0,33,236,15,43,168,147,272,80,0,27,530723132,530723132,14503,14.10797665
1376,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,188,24,88,177,85,452,205,114,26,530724051,530724051,20808,15.12209302
1676,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,83,87,106,364,172,515,191,84,34,530724052,530724052,24815,14.80608592
1392,15,0,0,0,0,0,0,0,0,0,0,0,8,12,9,95,47,81,332,73,486,131,66,37,530724061,530724061,20432,14.67816092
1272,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,206,16,103,249,144,289,123,25,62,530724062,530724062,18337.5,14.41627358
1293,0,0,0,0,0,0,0,0,0,0,0,16,0,15,21,318,38,139,185,52,267,141,79,22,530724063,530724063,18365,14.20340294
1168,0,0,0,0,0,0,0,0,0,0,16,0,0,95,13,325,6,59,222,83,295,38,0,16,530724071,530724071,15804,13.53082192
1269,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,103,12,28,221,40,437,200,163,33,530724072,530724072,19684.5,15.51182033
848,0,0,0,0,0,0,0,0,0,0,0,12,23,0,0,225,11,78,119,102,168,42,49,19,530724073,530724073,11826,13.94575472
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,59,70,107,90,282,122,26,29,530724081,530724081,13946,14.71097046
1445,20,0,0,0,0,0,0,0,0,4,0,0,19,16,31,250,23,136,266,69,337,203,60,11,530724082,530724082,20496.5,14.18442907
904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,12,81,66,27,206,195,18,76,530724083,530724083,13718.5,15.17533186
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,14,54,253,74,410,87,50,41,530724084,530724084,16418,14.92545455
1004,0,0,0,0,0,0,0,0,0,0,13,0,0,15,0,169,17,45,151,97,268,165,52,12,530724091,530724091,14818.5,14.75946215
797,12,0,0,0,0,0,0,0,0,0,0,8,10,6,0,130,16,49,140,100,218,76,29,3,530724092,530724092,11260.5,14.12860728
1309,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,112,47,67,206,126,464,193,64,10,530724101,530724101,19640,15.00381971
1144,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,121,10,118,205,107,366,156,35,11,530724102,530724102,16887.5,14.7618007
1322,18,0,0,0,0,0,1,0,0,0,0,6,13,8,23,296,19,119,283,97,264,156,19,0,530725031,530725031,18219,13.78139183
1721,0,0,0,0,0,5,0,0,0,0,0,0,27,23,9,325,50,121,368,170,419,103,71,30,530725032,530725032,24254,14.0929692
1341,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,105,13,113,276,115,328,274,43,42,530725041,530725041,20176,15.04548844
2318,11,0,0,0,0,9,0,0,18,29,7,52,75,119,0,392,222,172,393,173,449,180,17,0,530725042,530725042,30700,13.24417601
935,0,0,0,0,0,0,0,0,0,0,0,12,20,0,17,119,3,91,168,132,278,51,28,16,530725051,530725051,13327,14.25347594
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,266,14,120,132,130,277,72,35,0,530725052,530725052,14903.5,14.07318225
2479,56,0,0,0,0,0,0,0,0,0,36,0,0,0,40,348,0,138,297,412,610,292,147,103,530725053,530725053,36000,14.52198467
758,21,0,0,0,0,0,0,9,9,0,0,0,0,15,0,159,0,89,202,29,197,10,18,0,530725054,530725054,9972.5,13.15633245
858,0,0,0,0,0,0,0,0,0,0,15,11,21,6,11,208,0,35,144,91,172,128,16,0,530725061,530725061,12045,14.03846154
1742,0,0,0,0,0,0,0,0,0,16,1,12,32,0,14,222,51,96,200,106,560,327,89,16,530725062,530725062,26037,14.94661309
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8,9,55,36,163,154,44,0,530725071,530725071,8439.5,15.65769944
1503,0,0,0,0,0,0,0,0,20,0,0,23,14,0,24,164,48,144,339,102,414,178,20,13,530725072,530725072,21370,14.21823021
1753,0,0,0,0,0,0,0,0,0,0,0,0,53,44,54,381,92,200,450,172,104,159,33,11,530726011,530726011,23409,13.35367941
918,0,0,0,0,0,0,0,0,0,0,0,11,33,9,34,226,49,67,190,73,128,81,10,7,530726012,530726012,12374.5,13.47984749
1208,0,0,0,0,0,0,0,0,0,0,10,28,0,30,11,337,49,109,270,174,165,25,0,0,530726013,530726013,15819,13.09519868
735,0,0,0,0,0,0,0,0,0,0,12,0,0,25,34,106,14,90,204,83,94,46,21,6,530726021,530726021,9971,13.56598639
1202,0,0,0,0,0,0,4,0,0,0,25,57,10,36,33,138,85,70,317,94,247,68,0,18,530726022,530726022,16128.5,13.41805324
1001,0,0,0,0,0,0,0,0,0,0,0,0,36,0,32,224,73,86,226,53,147,14,74,36,530726023,530726023,13703,13.68931069
642,15,0,0,0,0,0,0,0,0,0,10,10,0,0,30,82,0,29,143,90,167,41,25,0,530726031,530726031,8840.5,13.77024922
789,9,0,0,0,0,0,0,0,0,0,0,14,29,55,6,154,40,71,145,86,121,59,0,0,530726032,530726032,10392.5,13.17173638
829,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,148,35,95,164,79,124,88,48,0,530726033,530726033,11601,13.99396864
1112,0,0,0,0,0,0,0,0,0,22,0,21,41,74,7,370,14,54,296,115,98,0,0,0,530726034,530726034,13956.5,12.55080935
669,0,0,0,0,0,0,10,0,0,4,0,15,72,44,0,239,80,23,87,92,0,3,0,0,530726035,530726035,7995.5,11.95142003
3273,30,0,0,0,0,0,0,0,25,0,0,25,0,38,32,250,54,325,704,333,973,279,104,101,530728001,530728001,47167.5,14.41109074
2086,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,200,33,179,327,237,624,214,186,75,530728002,530728002,31385.5,15.0457814
1289,0,0,0,0,0,0,0,0,14,0,4,13,0,12,0,227,43,212,367,123,265,9,0,0,530729011,530729011,17150,13.30488751
1474,5,0,0,0,10,0,0,0,0,0,0,0,0,20,12,269,37,277,404,172,247,21,0,0,530729031,530729031,19502.5,13.23100407
1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,45,113,423,189,207,119,23,0,530729051,530729051,17249.5,14.06973899
458,0,0,0,0,0,0,0,0,22,0,0,0,0,20,0,91,22,66,95,124,18,0,0,0,530729052,530729052,5792,12.64628821
536,0,0,0,0,0,37,0,0,0,0,0,0,0,10,0,51,55,151,76,119,37,0,0,0,530729053,530729053,6626.5,12.36287313
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,21,114,121,9,45,4,0,0,530729061,530729061,4948,13.05540897
291,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,30,17,24,157,4,35,11,0,0,530729062,530729062,3862,13.27147766
744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,27,75,168,226,121,8,0,0,530729071,530729071,10117.5,13.59879032
1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,96,220,437,355,168,36,0,0,530729072,530729072,20817,13.3785347
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530729073,530729073,0,#DIV/0!
658,0,0,0,0,0,0,0,0,0,0,19,0,57,24,34,160,16,85,151,19,58,35,0,0,530730011,530730011,8338.5,12.6724924
661,26,0,0,0,0,0,0,0,20,0,11,0,21,0,0,141,28,21,131,65,125,72,0,0,530730012,530730012,8617.5,13.03706505
1064,0,0,0,0,0,0,0,0,0,0,0,17,0,7,18,239,28,41,170,319,185,32,0,8,530730013,530730013,14525.5,13.65178571
864,23,0,0,0,0,0,0,0,0,0,0,0,0,41,0,264,40,53,172,36,114,121,0,0,530730014,530730014,11503.5,13.31423611
659,2,0,0,0,0,0,0,0,0,0,0,7,2,28,6,188,7,32,216,44,87,36,2,2,530730015,530730015,8740,13.26251897
921,0,0,0,0,0,0,0,0,0,0,63,0,0,33,15,419,28,122,141,35,26,12,27,0,530730051,530730051,11369.5,12.34473398
982,0,0,0,0,0,0,0,0,0,0,0,0,52,10,14,436,65,117,177,77,21,13,0,0,530730052,530730052,12214.5,12.43839104
786,0,0,0,0,0,0,0,39,0,0,0,0,19,72,12,206,0,95,260,36,0,24,11,12,530730053,530730053,9728.5,12.37722646
1393,0,0,0,0,0,0,0,0,0,0,31,14,0,7,32,520,13,96,259,165,80,146,30,0,530730054,530730054,18540,13.30940416
1869,0,0,0,0,0,0,0,0,0,0,12,0,60,47,63,577,80,88,520,174,163,34,51,0,530730061,530730061,24255.5,12.97779561
755,0,0,0,0,0,0,0,0,0,0,15,0,16,0,27,369,39,62,76,114,19,11,0,7,530730062,530730062,9487.5,12.56622517
1576,49,0,0,0,0,59,71,0,42,13,18,156,49,22,84,366,79,89,161,228,66,24,0,0,530731081,530731081,17275.5,10.96161168
2366,0,0,0,10,0,0,0,0,26,0,10,26,49,17,44,588,77,267,457,264,384,147,0,0,530731082,530731082,31407.5,13.27451395
1317,0,0,0,0,0,0,0,0,12,0,0,0,25,8,41,438,72,171,273,130,122,14,11,0,530731083,530731083,16910,12.8397874
1312,18,0,0,0,0,0,0,6,0,0,0,10,0,30,10,292,39,113,221,212,239,78,18,26,530731101,530731101,17862.5,13.61471037
1362,0,0,0,0,0,0,0,0,0,0,15,0,9,0,10,357,6,107,233,218,252,116,29,10,530731102,530731102,18941.5,13.90712188
1276,3,0,0,0,0,0,0,0,0,2,0,0,20,56,43,407,26,189,178,162,139,51,0,0,530731111,530731111,16607,13.01489028
879,0,0,0,0,0,0,0,0,0,0,9,0,19,12,42,290,80,38,149,98,120,22,0,0,530731112,530731112,11417,12.98862344
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,156,53,41,70,38,80,24,0,0,530731113,530731113,6450.5,13.27263374
1303,0,0,0,0,0,0,0,0,0,0,20,13,0,105,46,361,79,148,231,132,98,63,0,7,530731131,530731131,16784,12.88104375
1409,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,413,53,94,221,229,196,157,41,0,530731132,530731132,19596,13.90773598
1476,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,432,19,179,374,130,158,123,12,0,530731133,530731133,19837.5,13.44004065
1431,13,0,0,0,0,0,0,0,25,1,18,24,16,60,20,340,53,80,335,158,240,47,1,0,530731141,530731141,18554,12.96575821
1121,11,0,0,0,0,0,0,0,11,0,0,0,12,19,40,368,38,124,199,214,79,0,0,6,530731142,530731142,14244,12.70651204
890,0,0,0,0,0,8,0,0,0,0,8,23,57,61,0,340,55,42,116,80,42,41,17,0,530731143,530731143,11145,12.52247191
1396,6,0,0,0,0,0,0,0,21,0,0,0,20,4,28,531,58,132,214,112,182,88,0,0,530731151,530731151,18256,13.0773639
1039,7,0,0,0,0,0,0,0,7,14,35,14,12,0,9,456,37,139,193,44,50,22,0,0,530731152,530731152,12744,12.26564004
362,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,101,14,57,99,30,37,0,0,0,530731153,530731153,4643.5,12.82734807
1366,0,0,0,0,0,0,10,0,0,0,0,0,10,31,9,237,42,238,298,198,142,116,35,0,530731161,530731161,18543.5,13.5750366
907,10,0,0,0,0,0,0,0,0,0,0,0,32,9,19,312,77,84,100,116,63,75,0,10,530731162,530731162,11837.5,13.05126792
1482,8,0,0,0,0,0,0,0,0,0,37,0,37,17,10,423,120,139,193,215,178,84,9,12,530731171,530731171,19502.5,13.15958165
1260,19,0,0,0,0,0,11,0,2,0,9,9,31,64,0,498,56,37,181,137,177,13,16,0,530731172,530731172,15958.5,12.66547619
1299,23,0,0,0,0,0,0,0,0,0,10,0,0,15,39,411,7,152,283,134,170,31,10,14,530731181,530731181,16902.5,13.01193226
1664,6,0,0,0,0,0,0,0,0,6,12,0,0,39,5,611,56,110,272,148,284,80,35,0,530731182,530731182,22225.5,13.35667067
645,2,0,0,0,0,0,0,0,1,0,0,0,27,21,9,202,99,41,171,18,43,0,1,10,530731191,530731191,8116,12.58294574
1756,16,0,0,0,0,0,0,0,0,45,0,37,0,33,10,671,129,161,288,182,133,51,0,0,530731192,530731192,22076.5,12.57203872
1270,5,0,0,0,0,0,0,0,0,0,0,0,6,0,27,448,92,83,241,110,162,96,0,0,530731201,530731201,16881,13.29212598
1230,0,0,0,0,0,0,0,0,0,0,0,129,59,36,28,335,102,82,148,125,96,82,0,8,530731202,530731202,15584,12.6699187
1286,11,0,0,0,0,0,0,0,0,0,0,11,12,9,23,142,45,118,262,156,338,111,48,0,530731211,530731211,18161.5,14.12247278
1848,0,0,0,0,0,0,0,0,0,0,21,59,13,13,31,381,66,192,328,175,364,158,27,20,530731212,530731212,25360.5,13.72321429
880,0,0,0,0,0,0,20,0,0,0,0,16,0,0,28,225,16,111,110,139,130,75,10,0,530731221,530731221,11811.5,13.42215909
1597,0,0,0,0,0,0,0,0,0,0,9,0,0,45,23,479,11,242,238,189,178,101,52,30,530731222,530731222,21678.5,13.57451472
2004,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,449,69,230,272,125,477,269,66,25,530731231,530731231,28631,14.28692615
1041,0,0,0,0,0,0,0,0,0,0,0,7,5,39,0,290,14,120,109,183,214,51,9,0,530731232,530731232,14173,13.61479347
602,0,0,0,0,0,0,0,0,0,0,19,38,0,0,34,144,99,75,50,41,85,10,7,0,530731241,530731241,7628.5,12.67192691
1519,16,0,0,0,0,0,0,0,0,0,2,0,28,0,9,447,84,174,352,150,215,42,0,0,530731242,530731242,19818.5,13.04707044
2647,0,0,0,0,0,0,0,0,0,0,0,0,31,15,32,791,85,213,491,512,360,117,0,0,530731251,530731251,35434.5,13.38666415
826,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,194,91,99,115,12,215,8,7,25,530731252,530731252,11195.5,13.55387409
2257,0,0,0,0,20,16,0,0,21,0,78,0,0,0,32,681,83,373,324,270,280,41,0,38,530731253,530731253,29006.5,12.85179442
2043,0,0,0,0,0,0,0,0,0,13,0,0,0,29,35,484,77,188,351,289,360,187,10,20,530731261,530731261,28209.5,13.80788057
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,278,52,72,156,102,141,24,15,0,530732001,530732001,11400.5,13.39659224
642,0,0,0,0,0,0,0,0,0,0,70,0,66,9,13,144,32,11,105,34,72,45,41,0,530732002,530732002,8259,12.86448598
912,29,0,0,0,0,16,0,0,0,16,0,0,33,9,0,276,51,81,19,105,185,69,23,0,530732003,530732003,11858.5,13.00274123
1606,0,0,5,0,0,0,0,0,0,18,38,42,49,62,14,494,90,170,256,130,177,61,0,0,530732004,530732004,20354.5,12.67403487
1919,19,0,0,0,0,0,0,17,0,0,0,32,0,0,45,752,65,153,309,272,212,14,29,0,530733011,530733011,24598,12.81813445
768,0,0,0,0,0,0,0,0,101,0,0,26,51,23,34,195,18,60,72,64,94,30,0,0,530733012,530733012,9176,11.94791667
129,0,0,0,0,0,0,0,0,8,0,0,0,0,6,4,30,8,0,19,23,0,31,0,0,530733013,530733013,1743,13.51162791
632,0,0,0,0,0,0,14,0,0,0,0,0,0,24,0,328,25,43,102,27,46,10,13,0,530733014,530733014,7947.5,12.57515823
908,16,0,7,0,0,0,0,0,0,0,0,0,7,0,19,265,64,83,195,95,123,34,0,0,530733021,530733021,11722.5,12.91024229
888,0,0,0,0,0,0,0,0,0,0,1,0,21,0,34,186,39,131,187,52,180,57,0,0,530733022,530733022,12011.5,13.52646396
768,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,224,19,57,145,154,125,27,0,0,530733023,530733023,10292.5,13.40169271
989,2,0,0,0,0,0,0,0,0,0,17,14,0,32,30,368,58,168,128,60,48,48,0,16,530734041,530734041,12627,12.76744186
761,28,0,0,0,0,0,0,0,4,25,13,4,29,28,12,401,27,40,59,10,67,7,0,7,530734042,530734042,8956,11.76872536
521,0,0,0,0,0,0,0,0,0,0,18,22,0,0,33,52,0,117,84,51,101,29,14,0,530734043,530734043,7004,13.44337812
760,0,0,0,0,0,0,0,0,0,0,16,15,16,16,0,274,52,15,80,70,121,66,19,0,530734044,530734044,10184.5,13.40065789
1180,0,0,0,0,0,0,0,0,0,0,0,17,0,0,76,190,38,100,185,148,256,153,17,0,530734045,530734045,16646,14.10677966
1297,11,0,0,0,0,0,0,0,0,5,10,0,0,95,45,507,106,80,168,63,168,39,0,0,530734051,530734051,16489.5,12.71356978
1086,0,0,0,0,0,0,0,0,12,0,15,0,12,26,16,310,77,79,212,78,182,44,0,23,530734052,530734052,14425.5,13.28314917
1244,12,0,0,0,0,0,0,0,0,1,16,0,17,21,16,266,44,40,199,67,357,108,25,55,530734061,530734061,17671,14.20498392
969,0,0,0,0,0,0,0,0,0,16,14,0,0,40,0,276,131,139,180,47,51,46,29,0,530734062,530734062,12449.5,12.84778122
1308,10,21,0,0,0,0,0,0,0,0,3,6,0,56,14,321,119,105,280,203,108,62,0,0,530734063,530734063,16778.75,12.82779052
856,0,0,0,0,0,0,0,0,0,0,0,0,115,39,6,196,46,80,118,74,126,56,0,0,530734071,530734071,11146,13.02102804
665,14,0,0,0,0,0,0,0,0,0,0,0,0,9,23,159,21,113,133,94,63,27,9,0,530734072,530734072,8637,12.98796992
996,9,0,0,0,0,0,0,4,0,10,42,0,24,0,0,243,35,80,117,134,139,119,40,0,530734073,530734073,13485,13.53915663
1218,0,0,0,0,0,0,4,17,0,0,3,0,8,22,19,342,62,70,303,151,168,46,0,3,530734081,530734081,16017.5,13.15065681
791,0,0,0,0,0,0,0,0,28,0,0,0,0,0,24,146,19,33,183,149,128,42,16,23,530734082,530734082,10853.5,13.72123894
592,14,0,0,0,0,0,0,0,0,0,31,0,0,0,0,208,31,52,153,17,64,22,0,0,530734083,530734083,7413,12.52195946
983,1,0,0,0,0,0,0,0,0,0,0,0,16,0,13,248,0,99,153,150,118,148,19,18,530735001,530735001,13866,14.10579858
970,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,121,12,140,120,173,233,69,20,0,530735002,530735002,13519,13.9371134
844,12,0,0,0,0,0,0,0,0,0,0,0,63,0,32,271,28,86,196,80,59,17,0,0,530735003,530735003,10579,12.53436019
670,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,75,0,59,42,208,86,0,0,530735004,530735004,9279,13.84925373
787,0,0,0,0,0,0,0,0,0,0,0,44,86,0,0,263,0,0,228,88,61,17,0,0,530735005,530735005,9890,12.56670902
996,0,0,0,0,0,0,0,0,0,28,0,14,19,29,0,412,47,55,180,63,97,52,0,0,530735006,530735006,12736.5,12.7876506
1036,3,0,0,0,0,0,4,0,0,0,0,6,0,0,9,163,34,60,170,123,334,93,28,9,539400011,539400011,14921.5,14.40299228
979,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,180,4,35,182,109,260,112,62,23,539400012,539400012,14400.5,14.70939734
1023,13,0,0,0,0,0,0,0,5,10,13,4,11,19,14,317,50,87,177,95,153,40,6,9,539400021,539400021,13298.5,12.99951124
772,20,0,0,0,0,0,4,0,0,0,13,3,14,19,23,290,41,48,130,81,54,20,0,12,539400022,539400022,9620.5,12.46178756
742,4,0,0,0,0,0,0,0,0,0,0,11,19,11,15,215,47,41,144,83,72,56,3,21,539400023,539400023,9907,13.35175202
2086,14,0,0,0,0,0,0,0,7,4,0,3,9,3,33,550,75,119,387,246,458,117,21,40,539400031,539400031,28674,13.74592522
1060,5,0,0,0,5,9,0,0,14,12,2,11,66,16,19,225,16,119,135,185,151,25,27,18,539400032,539400032,13811,13.02924528
1278,4,0,0,0,9,0,0,0,17,6,9,26,35,67,0,429,122,87,209,154,65,32,6,1,539400033,539400033,15871.5,12.41901408
947,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,220,83,87,335,74,110,21,0,0,539400041,539400041,12402,13.09609293
356,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,89,57,34,28,51,43,42,0,0,539400042,539400042,4807,13.50280899
689,0,0,0,0,0,0,0,0,7,10,18,4,4,18,3,232,82,88,94,49,52,9,12,7,539400043,539400043,8690.5,12.61320755
643,19,0,0,0,0,0,0,0,0,0,11,0,4,16,11,196,41,63,101,69,78,30,4,0,539400044,539400044,8201,12.75427683
942,0,0,0,0,0,0,0,0,0,0,0,11,33,31,9,228,52,81,200,107,145,41,4,0,539400045,539400045,12474,13.24203822
1119,9,0,0,0,0,0,0,0,3,0,21,0,3,26,23,334,36,94,158,135,209,63,0,5,539400046,539400046,14903.5,13.31858803
994,21,0,0,0,0,0,0,0,0,0,0,0,56,53,6,232,47,81,192,138,118,32,12,6,539400051,539400051,12800.5,12.8777666
1376,41,0,0,0,18,0,13,0,0,0,2,20,11,62,23,326,81,57,189,105,281,137,8,2,539400052,539400052,18010,13.08866279
1385,4,0,0,0,0,0,4,0,0,23,0,0,17,30,43,288,90,149,277,192,164,71,28,5,539400053,539400053,18365,13.2599278
830,118,0,0,0,0,6,13,5,28,0,0,4,5,12,17,184,69,34,186,42,69,29,0,9,539400061,539400061,8949.5,10.78253012
509,13,0,2,3,0,0,14,0,18,6,0,15,18,0,7,111,35,49,110,69,29,10,0,0,539400062,539400062,6010,11.80746562
431,20,0,0,0,0,8,0,0,0,0,14,7,3,8,18,134,38,38,72,11,43,16,1,0,539400071,539400071,5147,11.94199536
785,12,0,0,0,0,11,0,7,15,0,13,41,51,17,20,197,49,75,132,80,56,9,0,0,539400072,539400072,9341.5,11.9
668,17,0,0,0,0,31,26,0,8,0,0,10,31,32,14,224,57,70,75,29,42,2,0,0,539400073,539400073,7494,11.21856287
1729,13,0,0,0,0,0,4,0,4,0,12,16,52,28,11,312,52,82,341,188,397,131,55,31,539400081,539400081,24012.5,13.8880856
1217,8,0,0,0,0,0,3,3,31,4,0,7,25,43,10,231,37,35,219,179,272,73,15,22,539400082,539400082,16524.5,13.57806081
999,3,0,0,0,0,0,0,0,5,0,0,0,0,2,3,114,11,88,175,106,291,139,34,28,539400083,539400083,14775.5,14.79029029
1246,4,0,0,0,0,0,0,1,1,0,0,2,4,65,21,425,80,125,133,88,128,127,34,8,539400091,539400091,16715,13.41492777
769,0,0,0,0,0,0,0,0,0,0,0,12,0,32,27,299,10,44,125,22,155,16,0,27,539400092,539400092,10269.5,13.35435631
1280,0,0,0,0,0,33,0,0,0,0,0,6,20,19,30,399,56,92,138,196,186,90,15,0,539400101,539400101,16921,13.21953125
1283,0,0,0,0,0,0,0,0,0,0,29,50,72,45,36,468,41,111,196,114,93,12,8,8,539400102,539400102,15958.5,12.43842557
452,7,0,0,0,0,0,0,0,0,0,3,0,3,41,13,129,29,47,72,30,20,43,0,15,539400103,539400103,5888,13.02654867
1033,0,0,0,0,0,0,9,0,5,0,1,4,6,5,8,143,2,63,191,118,324,98,37,19,539400111,539400111,14973.5,14.49515973
1354,0,0,0,0,0,5,0,0,0,0,3,0,10,0,0,188,10,70,181,136,410,191,88,62,539400112,539400112,20469,15.11742984
780,0,0,0,0,0,0,0,0,0,0,6,0,0,9,6,149,40,45,87,71,252,75,33,7,539400113,539400113,11287.5,14.47115385
