total,no_yr,nurs_scl,kndr,oneyr,twoyr,threeyr,fouryr,fiveyr,sixyr,sevenyr,eightyr,nineyr,tenyr,elevenyr,twelveyr_nd,twelveyr,GED,sub_thirteenyr,thirteenyr,fourteenyr,sixteenyr,eighteenyr,prof_scl,doctorate,id,id,Y2014_Ed_TTL,Y2014_Ed_Avg
1010,10,0,0,0,0,0,0,7,0,0,0,0,0,13,12,185,0,206,185,128,168,89,7,0,530703103,530703103,13724,13.58811881
370,0,0,0,0,0,0,0,0,0,0,0,10,53,15,0,128,37,5,99,12,4,7,0,0,530703104,530703104,4472.5,12.08783784
847,11,0,0,0,0,0,0,0,0,0,11,0,0,39,29,191,7,48,198,150,108,45,10,0,530703111,530703111,11218.5,13.24498229
987,41,0,0,0,0,0,0,0,0,0,0,0,0,13,11,362,19,97,241,114,63,14,5,7,530703112,530703112,12273,12.43465046
1151,0,0,0,0,34,17,0,36,49,0,0,0,19,9,45,317,18,104,221,93,156,22,11,0,530703113,530703113,13984.5,12.14986968
581,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,156,0,61,23,105,154,36,39,6,530703121,530703121,8345.5,14.36402754
1902,0,0,0,0,0,0,0,0,0,3,0,7,0,17,0,268,141,176,423,367,315,126,52,7,530703122,530703122,26400,13.88012618
769,0,0,0,0,0,0,0,0,0,0,9,0,17,6,33,194,59,87,141,60,110,32,15,6,530703123,530703123,10210,13.27698309
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,311,39,40,270,66,131,92,20,18,530703131,530703131,13928,13.72216749
624,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,82,28,51,99,126,155,65,0,0,530703132,530703132,8856.5,14.19310897
1153,13,0,0,0,0,0,0,0,0,0,20,0,76,46,28,217,61,175,155,94,148,101,19,0,530703133,530703133,15130.5,13.12272333
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,20,73,67,47,12,0,0,0,530703134,530703134,4781.5,12.6494709
628,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,196,17,94,115,77,81,11,14,10,530703135,530703135,8367,13.32324841
1372,0,0,0,0,0,0,0,0,0,0,0,0,44,21,12,314,16,81,368,152,298,53,13,0,530703141,530703141,18649.5,13.59293003
828,0,0,0,0,0,0,0,0,0,0,0,0,0,55,24,184,61,43,81,122,201,33,24,0,530703142,530703142,11361.5,13.72161836
1048,0,0,0,0,0,0,0,0,0,0,31,0,0,0,11,284,0,75,217,134,221,62,13,0,530703151,530703151,14303,13.64790076
831,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,134,32,66,210,72,180,83,34,0,530703152,530703152,11621,13.9843562
1041,9,0,0,0,0,0,0,0,0,0,11,0,19,0,0,57,14,54,188,99,412,157,21,0,530703153,530703153,15431,14.82324688
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,63,0,0,141,150,46,7,0,30,530703154,530703154,6289,14.00668151
1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,76,128,137,179,303,85,0,0,530703161,530703161,15445,14.0793072
2349,0,0,0,0,0,0,0,0,0,0,42,0,0,22,0,540,35,155,351,340,526,287,25,26,530703162,530703162,33290.5,14.17220094
903,5,0,0,0,0,0,0,0,4,0,0,79,5,19,0,184,59,103,199,84,137,25,0,0,530704011,530704011,11602.5,12.84883721
504,18,0,0,0,0,0,0,0,7,18,8,18,11,8,0,138,27,46,55,60,63,17,6,4,530704012,530704012,6204,12.30952381
712,0,0,0,0,0,22,0,0,0,5,0,16,20,7,22,251,74,26,136,24,84,25,0,0,530704031,530704031,8898,12.49719101
505,0,0,0,0,0,0,0,0,0,0,5,0,41,87,0,160,29,54,85,18,25,1,0,0,530704032,530704032,6125,12.12871287
1323,7,0,0,0,0,0,0,0,0,0,27,0,14,28,0,453,31,181,238,157,157,30,0,0,530704033,530704033,17078.5,12.90891912
1441,11,0,16,0,0,0,0,0,0,10,0,10,0,52,42,405,77,130,331,128,130,26,37,36,530704041,530704041,18661,12.9500347
1393,11,0,0,0,0,0,0,0,0,0,0,17,0,20,9,444,28,131,146,115,271,173,14,14,530704042,530704042,19268,13.83201723
551,0,0,0,4,0,0,0,0,0,0,0,3,0,0,12,117,8,86,143,46,83,34,15,0,530707031,530707031,7457,13.53357532
1152,0,0,0,0,0,0,0,0,0,0,37,0,0,0,25,383,81,56,224,102,124,120,0,0,530707032,530707032,15335.5,13.31206597
1067,0,0,16,0,0,0,0,0,0,0,0,0,30,0,31,291,21,123,193,129,219,0,0,14,530707033,530707033,14045,13.16307404
696,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,262,81,53,105,85,9,33,46,13,530707034,530707034,9262,13.30747126
600,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,57,206,40,79,53,0,0,530707035,530707035,7872.5,13.12083333
980,0,0,0,0,0,0,0,0,0,0,7,8,42,25,9,221,44,115,210,131,100,19,9,40,530711001,530711001,13012,13.27755102
697,5,0,0,0,0,0,0,0,0,5,5,12,18,15,0,170,29,43,157,59,101,44,25,9,530711002,530711002,9358.5,13.42682927
1367,17,0,0,0,0,0,0,0,0,0,0,0,11,54,32,340,1,115,169,128,298,146,30,26,530712051,530712051,19046.5,13.93306511
2217,22,0,0,0,0,0,0,32,0,0,10,37,0,11,50,557,106,195,401,199,438,121,12,26,530712052,530712052,29583.5,13.34393324
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,154,29,97,146,54,128,33,21,0,530712061,530712061,9278,13.66421208
723,9,0,0,0,0,0,0,0,0,0,0,0,38,0,17,179,15,72,110,136,135,0,12,0,530712062,530712062,9513.5,13.15836791
1172,15,0,0,0,0,0,0,0,0,0,0,18,26,36,29,264,113,145,177,210,139,0,0,0,530712063,530712063,14953,12.75853242
1784,56,0,0,0,0,0,0,0,0,0,35,0,14,13,29,617,188,88,227,65,280,117,17,38,530712064,530712064,23169.5,12.98738789
750,0,0,0,0,0,0,0,0,16,0,0,12,1,26,0,166,51,94,110,102,102,70,0,0,530712071,530712071,10029,13.372
1511,11,0,0,0,0,0,10,0,0,0,0,0,50,76,0,292,119,102,286,308,197,54,6,0,530712072,530712072,19845,13.1336863
1363,62,0,0,0,0,0,0,0,0,0,13,0,28,0,28,220,112,97,358,233,172,40,0,0,530712073,530712073,17290.5,12.68561996
1271,0,0,0,0,0,0,0,0,0,0,0,25,15,100,33,415,113,154,143,119,97,39,0,18,530712081,530712081,16254.5,12.78874902
1531,17,0,0,0,0,0,0,19,0,0,0,33,44,42,14,447,0,207,312,188,93,66,14,35,530712082,530712082,19722.5,12.8821032
1842,59,0,0,0,0,0,0,40,0,0,0,0,25,0,28,224,49,229,410,217,340,102,62,57,530712083,530712083,24810.5,13.46932682
1634,0,0,0,0,0,0,0,0,0,0,0,8,0,16,32,239,67,168,314,256,346,144,32,12,530712091,530712091,22998,14.0746634
466,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,138,29,37,61,68,46,37,4,0,530712092,530712092,6201.5,13.30793991
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,18,49,10,31,126,183,29,28,530712093,530712093,9308.5,15.48835275
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,89,0,48,88,31,27,11,3,0,530712101,530712101,4148.5,13.12816456
818,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,165,0,78,90,96,228,87,59,0,530712102,530712102,11914,14.56479218
1793,12,0,0,0,0,0,0,0,0,0,8,0,8,13,6,262,39,103,341,277,486,124,65,49,530712103,530712103,25724.5,14.34718349
1396,14,0,0,0,0,0,0,0,14,4,0,12,0,20,0,394,50,146,333,193,104,100,0,12,530713041,530713041,18328,13.12893983
1700,0,0,0,0,0,0,0,0,6,0,0,0,29,33,12,443,109,170,214,249,326,62,13,34,530713042,530713042,23090,13.58235294
465,14,0,0,0,0,0,0,0,0,0,0,0,0,12,12,60,65,98,96,77,12,0,19,0,530713043,530713043,5855,12.59139785
1454,32,0,0,0,0,0,18,0,0,27,7,31,26,34,27,461,74,127,251,172,97,46,9,15,530713051,530713051,18061,12.4215956
1219,0,0,0,0,0,0,0,0,0,11,0,0,22,15,22,383,50,103,290,110,111,93,9,0,530713052,530713052,16120.5,13.22436423
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,244,53,154,337,79,0,23,0,0,530713061,530713061,11597,12.77202643
999,20,0,0,0,0,0,0,0,0,0,0,0,0,11,48,306,62,53,127,85,154,42,34,57,530713062,530713062,13564.5,13.57807808
1729,0,0,0,0,0,0,0,0,0,0,0,30,45,0,60,443,62,197,435,166,238,27,14,12,530713063,530713063,22697.5,13.12753036
813,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,30,104,92,93,96,76,14,0,530713064,530713064,10722,13.18819188
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,69,149,261,118,112,12,0,24,530713071,530713071,13643.5,13.2461165
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,249,126,20,109,52,128,8,10,0,530713072,530713072,9393.5,13.17461431
1233,0,0,0,0,0,0,0,8,0,0,0,0,0,15,21,240,62,240,246,167,182,30,22,0,530713073,530713073,16454.5,13.34509327
849,22,0,0,0,0,0,0,0,0,0,13,0,8,9,12,169,154,60,138,92,152,20,0,0,530713091,530713091,10921,12.86336867
880,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,350,38,88,173,56,103,0,7,12,530713092,530713092,11405.5,12.96079545
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,94,110,158,67,179,76,8,0,530713093,530713093,11275,13.93695921
1508,7,0,0,0,0,0,0,0,0,0,18,7,31,0,46,290,122,112,413,143,200,111,8,0,530713101,530713101,20103,13.33090186
1865,0,0,0,0,0,0,0,0,0,0,0,38,0,33,14,269,96,205,463,140,435,113,59,0,530713102,530713102,25843.5,13.85710456
1037,7,0,0,0,0,0,0,0,0,0,25,24,18,27,9,227,87,65,250,186,46,66,0,0,530714031,530714031,13355,12.87849566
638,12,0,0,0,0,0,0,0,0,0,0,21,11,24,28,137,28,56,153,92,43,25,0,8,530714032,530714032,8140,12.75862069
1037,16,0,0,0,0,0,0,0,7,8,22,16,9,47,17,336,85,103,228,58,65,12,0,8,530714033,530714033,12752,12.29701061
1877,3,0,0,0,0,0,0,0,12,2,0,35,0,31,0,518,42,166,368,336,259,70,15,20,530714061,530714061,25099,13.37187001
1054,15,0,0,0,0,0,0,0,0,0,0,0,15,37,45,295,74,116,216,53,162,0,17,9,530714062,530714062,13580.5,12.88472486
458,0,0,0,0,0,0,0,0,0,0,22,0,0,0,50,84,12,92,146,21,14,9,0,8,530714063,530714063,5791,12.6441048
1302,0,0,0,0,0,0,0,0,0,21,6,93,0,25,21,238,209,54,361,140,87,47,0,0,530714064,530714064,16478.5,12.656298
955,35,0,0,0,0,0,0,0,0,0,0,0,0,22,15,271,87,50,187,109,49,117,13,0,530714071,530714071,12416.5,13.00157068
1191,0,0,0,0,0,0,0,0,52,0,0,0,30,0,28,377,67,50,268,82,206,7,11,13,530714072,530714072,15399,12.92947103
990,0,0,0,0,0,0,0,0,0,0,0,0,15,24,24,269,16,84,283,154,33,88,0,0,530714073,530714073,13107,13.23939394
1206,0,0,0,0,0,0,0,0,0,0,9,0,10,0,42,247,78,68,316,151,125,132,13,15,530714074,530714074,16537,13.71227197
1262,16,0,0,0,0,0,0,0,0,0,0,13,24,121,28,402,25,69,233,160,109,49,13,0,530714081,530714081,16125.5,12.77773376
847,24,0,0,0,0,0,0,0,0,0,10,8,16,42,65,394,28,40,162,34,0,24,0,0,530714082,530714082,10099.5,11.92384888
492,13,9,0,0,0,0,0,0,0,0,0,0,7,22,0,186,10,41,137,33,24,10,0,0,530714083,530714083,5985.75,12.16615854
739,9,0,0,0,0,0,0,0,0,0,0,12,30,5,13,255,53,31,194,76,61,0,0,0,530714091,530714091,9258,12.52774019
499,15,0,0,0,0,0,0,0,0,0,0,15,62,0,7,170,12,23,105,22,38,23,0,7,530714092,530714092,6142,12.30861723
926,0,0,0,0,0,0,0,0,0,0,0,23,60,7,61,220,59,88,138,192,48,11,7,12,530714093,530714093,11847.5,12.79427646
533,17,0,0,0,0,0,0,0,0,69,9,0,19,0,10,60,27,68,186,14,54,0,0,0,530714094,530714094,6232,11.69230769
829,0,0,0,0,0,0,0,0,21,0,0,0,0,26,0,417,36,21,101,54,153,0,0,0,530714101,530714101,10627.5,12.81966224
918,60,0,0,0,0,0,0,0,0,0,26,46,30,8,46,321,57,29,155,33,85,22,0,0,530714102,530714102,10670.5,11.62363834
1420,12,0,0,0,0,0,0,0,19,0,10,0,0,62,65,417,48,228,345,151,40,14,0,9,530714103,530714103,17724.5,12.48204225
1097,0,0,0,0,0,0,0,0,0,0,21,0,0,0,30,326,28,172,164,142,116,71,0,27,530714104,530714104,14705,13.4047402
1361,24,0,0,0,0,0,0,0,0,0,8,0,30,74,0,333,26,139,368,169,156,34,0,0,530714111,530714111,17481.5,12.84459956
572,8,0,0,0,0,34,0,0,0,0,46,0,0,5,23,185,55,72,79,29,29,7,0,0,530714112,530714112,6592.5,11.52534965
953,0,0,0,0,0,0,0,0,0,0,0,4,16,48,25,275,82,67,103,162,129,42,0,0,530714113,530714113,12560,13.17943337
1129,0,0,0,0,0,0,0,13,1,0,16,9,12,25,43,215,110,184,262,77,112,50,0,0,530715031,530715031,14545.5,12.88352524
1054,0,0,0,0,0,0,0,0,83,0,1,79,1,0,47,305,215,70,59,110,49,21,0,14,530715032,530715032,12631.5,11.98434535
521,29,0,0,0,0,0,0,0,0,0,7,0,0,19,0,202,80,27,23,49,53,32,0,0,530715033,530715033,6395.5,12.27543186
938,17,0,0,0,0,0,0,0,0,0,0,20,0,0,125,173,14,141,178,114,100,44,12,0,530715034,530715034,12142,12.9445629
971,14,0,0,0,0,0,0,0,21,0,0,14,15,16,36,268,94,76,175,119,67,44,0,12,530715041,530715041,12331,12.69927909
506,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,113,53,50,97,20,48,16,0,10,530715042,530715042,6503,12.85177866
591,9,0,0,0,0,0,0,0,0,2,0,0,13,0,0,237,64,10,105,101,36,7,7,0,530715043,530715043,7488,12.67005076
401,11,0,0,0,0,0,0,0,0,0,0,0,53,8,0,150,13,0,40,76,27,23,0,0,530715044,530715044,5004,12.47880299
1165,31,0,0,0,0,0,0,0,8,0,0,22,15,0,10,369,36,173,183,72,193,33,20,0,530715051,530715051,14962.5,12.84334764
531,30,0,0,0,0,0,0,0,0,0,10,0,0,24,15,126,53,37,119,32,64,21,0,0,530715052,530715052,6524,12.28625235
778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,207,109,70,180,122,19,29,9,0,530715053,530715053,10082.5,12.95951157
1107,12,0,0,0,0,0,0,0,0,15,79,27,80,41,54,311,47,70,175,125,62,9,0,0,530715054,530715054,13202,11.92592593
862,17,0,0,0,0,15,0,0,0,0,1,9,12,25,12,267,24,41,159,115,54,59,8,44,530715061,530715061,11298.5,13.10730858
1535,0,0,0,0,0,0,0,0,0,0,0,20,8,107,57,360,96,177,226,252,168,25,30,9,530715062,530715062,20101,13.09511401
1109,0,0,0,0,0,0,0,0,0,0,0,10,0,0,42,355,35,92,240,129,90,108,8,0,530715063,530715063,14857,13.39675383
1794,7,0,0,0,0,0,25,8,66,0,26,88,32,44,78,407,187,178,282,187,136,26,0,17,530716011,530716011,21858,12.18394649
1059,56,0,0,0,0,22,0,0,28,0,88,41,11,18,0,253,79,83,144,95,130,10,0,1,530716012,530716012,12118.5,11.44334278
1228,0,0,0,0,0,0,0,0,0,0,0,10,0,12,53,214,106,72,331,208,176,46,0,0,530716021,530716021,16430.5,13.37988599
1260,23,0,0,0,0,0,0,0,12,34,0,0,38,51,13,467,86,87,150,114,175,10,0,0,530716022,530716022,15650,12.42063492
1298,0,0,0,0,0,0,0,0,0,0,0,0,0,87,27,419,74,29,246,201,159,56,0,0,530716023,530716023,17110,13.18181818
553,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,201,13,15,79,58,103,8,0,0,530716024,530716024,7239,13.09041591
1269,44,0,0,0,0,0,0,0,22,23,15,0,14,23,39,373,63,79,290,144,113,27,0,0,530717031,530717031,15554,12.25689519
945,30,0,0,0,0,0,0,0,9,5,0,0,27,0,19,328,42,97,217,70,84,17,0,0,530717032,530717032,11681,12.36084656
1123,7,0,0,0,0,0,24,0,83,24,0,37,95,29,36,384,97,62,137,13,65,16,0,14,530717041,530717041,12896,11.48352627
744,0,0,0,0,0,0,0,0,0,0,4,38,0,33,31,179,28,59,298,20,47,7,0,0,530717042,530717042,9347,12.56317204
348,19,0,0,0,0,0,0,0,8,0,0,30,9,0,8,71,25,8,80,0,84,6,0,0,530717043,530717043,4244,12.1954023
882,27,0,0,0,9,0,0,22,11,37,1,79,0,49,38,217,28,82,80,141,43,18,0,0,530717051,530717051,10139,11.49546485
835,16,0,0,9,0,0,0,0,14,0,53,20,0,9,35,246,65,94,118,74,57,25,0,0,530717052,530717052,10037.5,12.02095808
748,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,239,33,91,115,185,32,31,0,0,530717053,530717053,9802.5,13.10494652
1089,23,0,0,0,0,0,0,11,0,0,27,8,15,19,22,278,131,76,188,138,146,7,0,0,530717061,530717061,13651,12.53535354
511,7,0,0,0,0,0,0,0,0,0,0,14,0,7,23,180,0,54,45,68,85,28,0,0,530717071,530717071,6703.5,13.1183953
526,0,0,0,0,0,0,0,14,0,0,0,12,0,13,34,153,97,29,68,81,25,0,0,0,530717072,530717072,6492.5,12.34315589
784,67,0,0,0,0,0,0,9,11,0,18,28,34,43,14,306,36,23,124,43,20,0,8,0,530717073,530717073,8550.5,10.90625
822,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,65,0,63,144,208,203,61,28,37,530718031,530718031,12019.5,14.62226277
1691,0,0,0,0,0,0,0,0,0,0,30,0,0,0,50,561,53,132,444,168,183,54,16,0,530718032,530718032,22145,13.0958013
457,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,136,13,51,105,71,58,13,0,0,530718033,530718033,6056.5,13.25273523
474,19,0,0,0,39,0,0,0,41,0,0,0,0,11,0,150,31,38,83,22,28,12,0,0,530718034,530718034,5143,10.85021097
651,0,0,0,0,16,0,0,0,14,0,15,0,0,33,62,208,18,17,160,49,59,0,0,0,530718051,530718051,7946.5,12.20660522
838,8,0,0,0,0,0,0,0,0,12,0,27,17,40,26,225,81,47,165,103,70,17,0,0,530718052,530718052,10508.5,12.53997613
1140,90,0,0,0,0,0,0,0,2,0,4,18,4,43,53,440,62,139,190,41,44,9,0,1,530718053,530718053,13020,11.42105263
1308,19,0,0,14,0,0,0,16,39,0,82,8,0,50,27,368,73,168,221,108,62,28,17,8,530718061,530718061,15655.5,11.9690367
1058,0,0,0,0,0,0,0,0,9,43,29,37,24,89,40,207,84,24,207,92,97,61,0,15,530718062,530718062,13320,12.58979206
1113,12,0,0,0,0,0,0,0,0,0,0,21,15,57,17,194,72,149,311,134,72,59,0,0,530718071,530718071,14349,12.89218329
1104,26,0,0,0,6,0,0,6,0,15,7,6,0,32,23,418,96,114,132,95,116,12,0,0,530718072,530718072,13584.5,12.30480072
783,0,27,0,0,0,0,0,0,25,19,73,0,14,83,30,203,38,68,134,22,25,22,0,0,530718081,530718081,8859.75,11.3151341
1280,17,0,0,0,0,0,0,0,28,143,14,0,0,37,134,249,93,37,286,61,156,9,16,0,530718082,530718082,15313.5,11.96367188
299,0,0,0,0,0,0,0,0,0,0,0,16,27,36,0,68,40,35,35,42,0,0,0,0,530718083,530718083,3586.5,11.99498328
1047,0,0,0,0,0,0,0,0,13,0,20,52,0,80,15,142,58,116,256,104,191,0,0,0,530719011,530719011,13448.5,12.84479465
558,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,116,29,38,100,90,125,31,0,0,530719012,530719012,7589.5,13.60125448
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,200,16,80,111,94,168,95,29,0,530719013,530719013,12881,13.80600214
880,16,0,0,0,0,0,0,0,5,0,16,0,15,0,0,172,79,97,167,77,99,110,0,27,530719014,530719014,11885.5,13.50625
982,0,0,0,0,0,0,0,0,0,0,0,46,30,0,20,224,27,31,278,52,199,49,26,0,530719021,530719021,13219.5,13.46181263
758,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,177,36,195,154,51,64,47,8,0,530719022,530719022,9983.5,13.17084433
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,54,53,165,226,137,108,40,0,530719023,530719023,12003.5,14.51451028
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,34,103,14,200,79,60,0,530719024,530719024,7950,15.46692607
854,0,0,0,0,0,0,0,18,0,0,0,0,0,0,20,40,20,29,147,17,371,98,71,23,530719025,530719025,12989.5,15.21018735
673,0,0,23,0,0,0,0,43,0,48,49,0,0,30,19,121,63,16,203,35,8,15,0,0,530720001,530720001,7438,11.05200594
1012,0,0,0,0,0,0,0,0,0,0,9,0,15,39,20,315,14,107,366,89,22,16,0,0,530720002,530720002,12810.5,12.65859684
671,11,0,0,0,0,0,0,11,12,16,28,0,7,30,0,197,10,97,99,85,40,0,11,17,530720003,530720003,8214.5,12.24217586
468,0,0,0,0,0,0,0,0,46,0,0,38,7,0,8,177,26,38,56,15,49,8,0,0,530720004,530720004,5557,11.87393162
884,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,142,13,126,98,130,222,67,65,0,530721051,530721051,12646,14.30542986
1405,0,0,0,0,0,0,0,0,0,0,11,0,9,0,12,270,48,136,279,62,356,136,56,30,530721052,530721052,20079,14.2911032
909,38,0,0,0,0,0,0,35,8,8,12,100,41,54,62,220,64,57,131,32,47,0,0,0,530721053,530721053,10015.5,11.01815182
1286,8,0,0,0,0,0,0,0,9,23,0,0,12,11,27,172,67,141,254,189,197,148,20,8,530721054,530721054,17681,13.74883359
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,123,0,52,126,97,156,20,39,0,530721061,530721061,8864,14.09220986
1197,0,0,13,0,0,0,0,0,0,0,0,13,0,0,24,386,82,111,184,173,168,13,15,15,530721062,530721062,15709,13.12364244
1632,0,0,0,0,0,0,0,49,18,0,0,0,20,27,54,273,192,281,198,151,217,122,19,11,530721063,530721063,21481.5,13.16268382
950,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,205,28,233,81,194,99,66,0,15,530721064,530721064,12621.5,13.28578947
883,12,0,0,0,0,0,0,0,0,0,0,0,8,9,0,268,51,135,164,97,113,26,0,0,530721071,530721071,11460.5,12.9790487
1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,34,115,285,117,252,83,18,0,530721072,530721072,15606.5,13.95930233
693,12,0,0,0,0,0,0,0,0,0,13,0,0,8,22,191,59,124,69,66,76,43,0,10,530721073,530721073,9006,12.995671
424,0,0,0,0,10,0,0,0,0,0,0,12,0,32,0,55,19,21,62,45,140,28,0,0,530721074,530721074,5810.5,13.70400943
484,50,0,0,0,0,0,0,0,0,0,0,13,12,0,22,106,0,61,155,13,25,15,12,0,530721081,530721081,5607.5,11.5857438
770,15,0,0,0,0,0,0,0,0,0,21,35,0,3,71,138,38,79,80,77,130,83,0,0,530721082,530721082,10124,13.14805195
375,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,134,10,0,48,61,85,11,12,0,530721083,530721083,5092,13.57866667
1297,0,0,0,0,0,0,0,0,0,0,33,27,33,0,26,321,62,169,213,92,258,47,16,0,530721084,530721084,17163.5,13.23323053
914,0,0,0,0,0,0,0,0,0,0,71,13,15,0,11,125,29,190,179,112,122,47,0,0,530721085,530721085,11877.5,12.99507659
1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,129,63,45,300,83,285,187,69,13,530721091,530721091,17540.5,14.73991597
1369,41,0,0,0,0,0,0,0,0,22,0,7,7,17,22,304,44,112,232,183,225,95,42,16,530721092,530721092,18267,13.34331629
925,10,0,0,0,0,0,0,0,0,8,9,0,8,0,0,225,19,87,141,140,174,63,33,8,530721111,530721111,12688.5,13.7172973
898,10,0,0,0,0,0,0,0,0,0,0,0,0,37,11,122,42,56,256,59,183,72,50,0,530721112,530721112,12479.5,13.89699332
1357,0,0,0,0,0,0,0,0,0,30,0,40,0,30,16,310,41,143,206,249,200,71,21,0,530721121,530721121,18103.5,13.34082535
903,0,0,0,0,0,0,0,0,0,0,26,0,0,9,23,216,15,78,263,147,126,0,0,0,530721122,530721122,11811.5,13.08028793
721,13,0,0,0,0,0,0,0,0,0,0,0,9,8,0,148,36,97,206,44,133,26,1,0,530721123,530721123,9506.5,13.1851595
850,0,0,0,0,0,0,0,0,0,0,0,0,15,15,20,104,29,89,198,0,272,91,17,0,530723051,530723051,12123.5,14.26294118
703,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,38,71,68,144,61,219,71,15,0,530723052,530723052,10112,14.38406828
502,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,72,48,21,105,42,120,57,0,18,530723053,530723053,7151.5,14.24601594
605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,73,135,56,177,55,0,49,530723054,530723054,8973.5,14.8322314
1040,0,0,0,0,0,0,0,0,0,19,22,0,0,15,14,199,67,52,289,90,185,73,0,15,530723055,530723055,14068,13.52692308
454,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,17,16,0,98,73,146,68,0,0,530723056,530723056,6595,14.52643172
1233,9,0,0,0,0,0,0,13,0,11,0,27,0,51,20,165,135,108,324,158,132,52,14,14,530723071,530723071,16130,13.08191403
470,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,116,0,26,79,23,179,28,16,0,530723072,530723072,6753,14.36808511
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,91,0,76,84,39,184,45,0,29,530723073,530723073,8209.5,14.5300885
660,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,42,18,55,192,85,149,68,19,9,530723074,530723074,9438.5,14.30075758
868,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,73,63,32,225,71,211,68,39,17,530723081,530723081,12352,14.23041475
1262,0,0,0,0,0,0,0,0,0,0,0,8,1,0,11,197,8,103,167,194,383,125,65,0,530723082,530723082,18391,14.57290016
770,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,161,30,24,160,121,101,57,18,69,530723083,530723083,11024.5,14.31753247
873,16,0,0,0,0,0,0,0,0,0,0,0,0,0,115,98,69,84,152,85,188,49,17,0,530723084,530723084,11738.5,13.44616266
1213,1,0,0,0,0,0,0,0,0,0,0,5,5,0,15,153,47,62,196,271,310,40,19,89,530723085,530723085,17586.5,14.4983512
1128,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,344,14,81,57,111,228,152,94,16,530723091,530723091,16223,14.3820922
1036,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,329,18,127,115,231,101,64,27,0,530723092,530723092,13872.5,13.39044402
753,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,150,32,73,133,16,241,26,0,54,530723093,530723093,10719.5,14.23572377
718,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,82,0,36,231,60,193,57,28,13,530723094,530723094,10335,14.39415042
818,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,95,9,39,163,96,301,58,29,0,530723101,530723101,11889,14.53422983
480,8,0,0,0,0,0,0,0,0,0,0,0,0,42,21,80,32,39,136,9,63,29,14,7,530723102,530723102,6351,13.23125
1256,0,0,0,0,0,0,0,0,0,0,0,0,18,8,15,280,78,61,273,108,247,108,19,41,530723103,530723103,17618,14.02707006
933,33,0,0,0,0,0,0,0,0,0,18,0,0,11,12,128,25,108,228,149,192,29,0,0,530723111,530723111,12233,13.11146838
