siteID,depMEAN_NO2__Plume,depMEAN_VOC__Plume,depMEAN_pm_10__Plu,depMEAN_pm_1__Plum,depMEAN_pm_2_5__Pl,siteID_INT,p_XCOORD,p_YCOORD,pG_tri_raster_val,pG_slope_raster_val,pG_highway_raster_val,pG_highspeed_raster_val,pG_railroad_raster_val,pG_park_raster_val,pG_water_raster_val,pG_elev_raster_val,pD_parkd_none_dist,pD_waterd_none_dist,pD_soundd_none_dist,pF_trid_none_dist,pE_hwd_none_dist,pE_hsd_none_dist,pE_rrd_none_dist
1,28.0,2.0,4.0,3.0,4.0,1,1159547.5972159654,674478.9877735525,0.0,0.0981593057513237,0.0,1.0,0.0,1.0,2.0,114.1376953125,3542.0779262462565,3989.407635887828,27322.54094371389,9198.625326816933,10004.729813177733,187.52015731096742,5644.547515606955
2,28.0,2.0,6.0,3.0,4.0,2,1159424.2008092254,674510.1061496437,0.0,0.15860393643379211,0.0,1.0,0.0,1.0,2.0,113.91512298583984,3476.946157261158,3879.5326419931866,27296.73315184383,9083.153429641116,9892.751571119787,62.54816620060949,5730.1214497819865
3,28.0,2.0,6.0,3.0,4.0,3,1159602.709310472,674514.4857340604,0.0,0.21650967001914978,0.0,1.0,0.0,1.0,2.0,114.1376953125,3525.3831063231414,4052.109254307944,27284.85951640692,9259.331712832749,10021.7495070767,240.51531935442213,5578.999370961764
4,30.0,2.0,18.0,3.0,7.0,4,1159586.3986475617,674539.3298444748,0.0,0.21650967001914978,0.0,1.0,0.0,1.0,2.0,114.1376953125,3496.64945052402,4043.3555828439394,27260.689253428358,9247.95229398726,9993.009152925482,222.81261871819197,5578.831247051757
5,30.0,2.0,18.0,3.0,7.0,5,1159691.2229129672,674552.448584646,0.0,0.20090603828430176,0.0,1.0,0.0,1.0,2.0,114.09676361083984,3518.8549787125594,4147.66626550716,27243.382634964488,9353.37367347301,10062.527974895593,326.7167391698268,5484.269172001109
6,36.0,2.0,10.0,3.0,4.0,6,1159572.9757741392,674570.3055043072,0.0,0.21650967001914978,0.0,1.0,0.0,1.0,2.0,114.18209838867188,3463.0205697839083,4039.338268510703,27230.276601907364,9240.66349046881,9962.331400651785,207.64143606655674,5572.864072137746
7,33.0,3.0,10.0,3.0,7.0,7,1159459.2315790504,674589.14733015,0.0,0.25519460439682007,0.0,1.0,0.0,1.0,2.0,114.06696319580078,3410.811278488069,3936.253190559322,27216.211115925693,9132.736999032813,9865.239127683495,92.99670851733529,5657.14141403505
8,35.0,2.0,3.0,3.0,4.0,8,1159386.7822488844,674597.4911454767,0.0,0.17262670397758484,0.0,1.0,0.0,1.0,2.0,114.04525756835938,3382.7111005233023,3869.8195370462104,27211.155422091993,9063.3606587618,9806.070930181371,20.185674862456676,5712.713448450484
9,32.0,3.0,0.0,0.0,0.0,9,1159533.9328732193,674611.7601458132,0.0,0.2776144742965698,0.0,1.0,0.0,1.0,2.0,114.18209838867188,3411.4567278290237,4014.2957854835986,27190.438081255044,9210.426135896714,9905.590988316053,166.26249979847057,5582.482177315523
10,32.0,3.0,0.0,0.0,0.0,10,1159335.092063561,674630.5002658069,0.0,0.3995051383972168,0.0,1.0,0.0,1.0,2.0,114.26049041748047,3337.322702083758,3831.165568864893,27180.643062194857,9019.357634778824,9745.66025335358,33.33002595233255,5737.524184229005
11,0.0,2.0,3.0,3.0,4.0,11,1159445.1912527978,674645.6770727187,0.0,0.25519460439682007,0.0,1.0,0.0,1.0,2.0,114.76994323730469,3352.630373880113,3940.3654624483124,27160.35778525858,9130.246437939517,9816.907767067989,75.74489468299474,5637.381001479474
12,28.0,2.0,4.0,3.0,4.0,12,1159218.1087017208,674659.2735022306,0.0,0.45079371333122253,0.0,1.0,0.0,1.0,2.0,115.57674407958984,3281.285666125917,3730.1731880309794,27157.841471693497,8910.816048524242,9640.177055228602,151.69688180990005,5819.153382831126
13,28.0,2.0,6.0,3.0,4.0,13,1159211.9456562996,674661.6137206405,0.0,0.41104742884635925,0.0,1.0,0.0,1.0,2.0,115.57674407958984,3277.6260338766433,3725.163672898202,27155.831310759677,8905.278794263111,9634.068555004744,157.94727930377584,5822.998554701477
14,32.0,3.0,0.0,0.0,0.0,14,1159210.7025485486,674661.6442323923,0.0,0.41104742884635925,0.0,1.0,0.0,1.0,2.0,115.57674407958984,3277.3194311140774,3724.0043061088086,27155.866923862202,8904.069626533814,9633.137040835874,159.19062455848928,5824.017998182064
15,32.0,3.0,0.0,0.0,0.0,15,1159208.4824086428,674662.4283515662,0.0,0.41104742884635925,0.0,1.0,0.0,1.0,2.0,115.57674407958984,3276.061520241236,3722.1811328042772,27155.202078245413,8902.062969630975,9630.976882306755,161.43991259441242,5825.435696468048
16,27.0,2.0,3.0,3.0,4.0,16,1159209.9922481328,674663.1209354699,0.0,0.41104742884635925,0.0,1.0,0.0,1.0,2.0,115.57674407958984,3275.721710446632,3723.8363564625674,27154.430096657765,8903.684415391102,9631.611568822169,159.9585092311764,5823.79451733809
17,30.0,2.0,18.0,3.0,7.0,17,1159207.754391715,674663.1760534793,0.0,0.41104742884635925,0.0,1.0,0.0,1.0,2.0,115.57674407958984,3275.170933517268,3721.7498076382444,27154.494225940012,8901.507815407413,9629.934602463414,162.19680070242757,5825.629625676082
18,30.0,2.0,18.0,3.0,7.0,18,1159209.7524192184,674663.49166964,0.0,0.41104742884635925,0.0,1.0,0.0,1.0,2.0,115.57674407958984,3275.3069225824693,3723.7364444704513,27154.072650302263,8903.527612871985,9631.183535127599,160.2127473006176,5823.78968322642
19,0.0,2.0,3.0,3.0,4.0,19,1159209.5129183829,674663.86240381,0.0,0.41104742884635925,0.0,1.0,0.0,1.0,2.0,115.57674407958984,3274.8922146586315,3723.6368907787046,27153.715188957907,8903.37115027651,9630.75574302518,160.46665754533035,5823.784575617488
20,3.0,5.0,3.0,3.0,4.0,20,1154533.6318502277,688860.3648506403,0.0,0.6532707810401917,2.0,4.0,0.0,2.0,1.0,105.41707611083984,974.0800458445788,2652.3014541944663,14273.116803700208,8628.15751297597,911.1352976545483,2205.772790343408,7473.4449247513885
21,0.0,0.0,0.0,0.0,0.0,21,1154597.1497678012,688945.2593658864,0.0,0.19821056723594666,2.0,3.0,0.0,2.0,1.0,104.65937042236328,1000.8183159556138,2751.8454982699745,14169.452778499282,8664.402314199586,949.2882499515988,2274.7797124512394,7390.622010127296
22,5.0,5.0,0.0,0.0,0.0,22,1154558.6213015616,688955.700617969,0.0,0.4755711257457733,2.0,3.0,0.0,2.0,1.0,104.65937042236328,1032.0587075418573,2750.8215270734586,14176.080881072381,8624.494783900154,909.4086806279217,2235.991595663424,7425.401407976568
23,20.0,2.0,17.0,3.0,4.0,23,1166596.3954543024,692492.9464962333,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1182.534589931219,3935.084221206377,10959.344678687592,8992.985637842936,4519.379255526068,209.6941341787373,4833.18282695697
24,20.0,2.0,17.0,3.0,4.0,24,1166604.368535474,692514.2794588059,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1191.5867317008365,3918.8087898287636,10945.532166767041,8976.432633966097,4516.343976545228,217.00285939118962,4842.451169786192
25,23.0,2.0,61.0,3.0,9.0,25,1166620.2861545533,692514.624274388,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1180.5135075043295,3904.242955055067,10953.735238781443,8982.330293743202,4530.24200249293,232.90216992339623,4858.359913779922
26,19.0,2.0,26.0,3.0,5.0,26,1166609.7356507182,692520.3519532233,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1192.0306066257008,3911.379077982262,10943.258843440257,8972.934730068593,4518.237657261161,222.17937845507691,4848.18113675208
27,18.0,2.0,70.0,3.0,10.0,27,1166603.9229983091,692526.694788307,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1200.6245813938351,3913.98078757166,10934.792696733655,8964.826285966838,4510.133109337673,216.17311965739782,4842.7690497151925
28,18.0,2.0,70.0,3.0,10.0,28,1166602.7779874653,692530.7357907295,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1204.2871338368936,3913.3244695739336,10930.764187846587,8960.658817420906,4507.232777907231,214.90353614142384,4841.87440772847
29,19.0,1.0,27.0,3.0,6.0,29,1166593.3459197283,692531.3286373168,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1211.4002952761277,3921.6421845489886,10925.23150656111,8956.436520192688,4498.616801959445,205.45763446796687,4832.496562770579
30,19.0,2.0,3.0,3.0,4.0,30,1166601.3048933,692531.5012091398,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1205.8707759037043,3914.341340861667,10929.330722395995,8959.379329505902,4505.572732053323,213.4074486085466,4840.451108564788
31,19.0,2.0,38.0,3.0,5.0,31,1166613.7356427163,692531.5655134767,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1197.1433472007598,3903.029852791799,10935.915072284992,8964.176642828763,4516.539097806736,225.83024680297865,4852.862336931516
32,18.0,2.0,126.0,4.0,22.0,32,1166604.6756214648,692537.2571031451,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1207.5632528976867,3908.871641704223,10926.263312712104,8955.395955001357,4505.870944056549,216.5983407068938,4844.169011602992
33,19.0,2.0,67.0,3.0,9.0,33,1166636.4931431413,692537.2177331448,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,92.04852294921875,1185.3323457496724,3880.005579296203,10943.323548637683,8967.909355921298,4534.071729912416,248.401825866944,4875.924039761234
34,19.0,1.0,35.0,3.0,9.0,34,1166594.8350899667,692541.5084069818,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.99618530273438,1217.5199705255818,3916.0428548150885,10917.41497134988,8947.641351590315,4495.182787151619,206.63089420482646,4834.608184315319
35,19.0,2.0,3.0,3.0,4.0,35,1166621.3019005507,692546.3410744816,0.0,0.8047378063201904,1.0,4.0,1.0,7.0,2.0,91.02021789550781,1202.4330341514753,3889.9707539848387,10927.48012835331,8953.548621918642,4516.383206245979,232.93538074373777,4861.321855045889
36,20.0,2.0,17.0,3.0,4.0,36,1166710.4178640544,692613.1424500644,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,2.0,90.95433044433594,1193.8484684740401,3781.172981378711,10919.359164080674,8927.751262862195,4565.604037263479,319.940243023178,4954.54344300672
37,19.0,1.0,35.0,3.0,9.0,37,1166711.4201586396,692613.4830005616,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,2.0,90.95433044433594,1193.4894564800077,3780.119399575673,10919.61886634688,8927.844384267872,4566.351908329986,320.93151256416996,4955.565971241307
38,19.0,1.0,27.0,3.0,6.0,38,1166710.6750813872,692613.5010451376,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,2.0,90.95433044433594,1193.968208432265,3780.7908781559586,10919.198268951506,8927.52703386826,4565.675856348369,320.18623383882027,4954.823695434511
39,19.0,2.0,26.0,3.0,5.0,39,1166709.929676056,692613.5190897286,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,2.0,90.95433044433594,1194.447438326289,3781.462683348592,10918.777527702732,8927.209601959876,4564.999531767691,319.4406271917028,4954.081092260784
40,20.0,2.0,17.0,3.0,4.0,40,1166711.1895160526,692614.2182353139,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,2.0,90.95433044433594,1194.2081415934147,3780.026710387041,10918.876525064143,8927.078624404017,4565.819619078346,320.67821546941025,4955.38420029244
41,19.0,2.0,52.5,3.0,7.0,41,1166710.4441107213,692614.2362798899,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,2.0,90.95433044433594,1194.6869650898382,3780.698553370081,10918.455737494221,8926.761135057252,4565.143234639622,319.93260882252184,4954.641597117552
42,18.0,2.0,126.0,4.0,22.0,42,1166709.699033469,692614.2543244809,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,2.0,90.95433044433594,1195.1658572134768,3781.37012501482,10918.035163132135,8926.44382912467,4564.467165934771,319.1873300967067,4953.8993213117
43,19.0,2.0,3.0,3.0,4.0,43,1166710.950015217,692614.5889694691,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,3.0,90.95433044433594,1194.647333679433,3780.0923063572736,10918.435159267086,8926.642747851638,4565.440765158596,320.4273504151257,4955.169609377453
44,19.0,2.0,3.0,3.0,4.0,44,1166710.2046098858,692614.6066859812,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,3.0,90.95433044433594,1195.125879727634,3780.764321717425,10918.014646887063,8926.325563888102,4564.764510374708,319.6817539263874,4954.426984619198
45,18.0,2.0,70.0,3.0,10.0,45,1166710.9585453868,692614.9534700662,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,3.0,90.95433044433594,1194.927095777923,3779.9344750027667,10918.13400913871,8926.312732880177,4565.287103618114,320.4245904528755,4955.202101975241
46,23.0,2.0,61.0,3.0,9.0,46,1166709.9651090503,692614.9774201363,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,3.0,90.95433044433594,1195.5650524374203,3780.830005370376,10917.57328104368,8925.889693122972,4564.385652109514,319.4308888723392,4954.212393704211
47,18.0,2.0,70.0,3.0,10.0,47,1166711.2160907984,692615.3120651394,0.0,0.6051057577133179,1.0,4.0,1.0,7.0,3.0,90.95433044433594,1195.0471831388816,3779.5521561901373,10917.9733467383,8926.088688584825,4565.359394622768,320.6709091902928,4955.48268177114
48,33.0,1.0,41.0,3.0,8.0,48,1149708.4856606424,694953.566246897,4.0,0.8769446015357971,4.0,5.0,8.0,3.0,1.0,92.81172943115234,2003.3091845516992,5013.381786278948,12783.567535586275,3414.963223170482,1990.24090353108,364.1654940116682,2224.6955378417497
49,32.0,2.0,16.0,3.0,4.0,49,1149682.715370968,694956.7657155544,4.0,0.8769446015357971,4.0,5.0,8.0,3.0,1.0,92.81172943115234,2018.7368462252573,5016.061535640796,12803.423201379723,3431.653581022659,2015.7967290066204,387.9416906265537,2204.617586352959
50,25.0,1.0,3.0,3.0,4.0,50,1149668.932590142,694962.2187886387,4.0,0.4618975520133972,4.0,5.0,8.0,3.0,1.0,92.81172943115234,2024.3926254762155,5013.907952369641,12812.015535977504,3438.0963885787487,2029.275951496443,399.8127009001422,2191.1677987145
51,30.0,1.0,58.0,5.0,14.0,51,1149598.4287941456,694975.660034731,4.0,0.26425957679748535,4.0,5.0,8.0,4.0,2.0,92.44490814208984,2064.790047810397,5017.410836576662,12863.956184351358,3481.433795000598,2099.0764426515634,465.6892513308658,2132.847407435303
52,26.0,0.0,0.0,0.0,0.0,52,1149603.4241909683,694976.6295209825,4.0,0.26425957679748535,4.0,5.0,8.0,4.0,2.0,92.44490814208984,2060.531201237208,5015.264117124466,12859.230114114216,3477.05513872932,2094.0444092716584,460.6006812281086,2135.580831721832
53,30.0,1.0,3.0,3.0,4.0,53,1149677.1445159763,694982.4451261461,4.0,0.26425957679748535,4.0,5.0,8.0,4.0,1.0,92.81172943115234,2004.185511000313,4992.335169956358,12794.12756900726,3418.3837034867947,2020.1460021357311,387.17650648229693,2182.1706182806074
54,30.0,1.0,3.0,3.0,4.0,54,1149791.62886706,694998.1855802238,4.0,0.9097891449928284,4.0,5.0,8.0,3.0,1.0,94.21508026123047,1914.0886427188816,4951.89592462125,12689.550968235586,3323.853754217561,1905.1454881883985,272.04409032402657,2249.3277900982102
55,25.0,1.0,3.0,3.0,4.0,55,1149551.3540851325,695011.5005142242,4.0,0.10974954068660736,4.0,5.0,8.0,4.0,2.0,92.23582458496094,2074.4519592379484,4994.309826764797,12884.291364789513,3493.3322509358723,2144.9145779219843,507.1469932339599,2074.481459429952
56,24.0,1.0,3.0,3.0,4.0,56,1149684.6917449683,695015.8223559707,4.0,0.6736993193626404,4.0,5.0,8.0,4.0,2.0,92.81172943115234,1975.1541637418547,4958.116797260499,12769.6825187691,3390.3667489027575,2011.5107993533063,374.16687071094753,2163.1859593078098
57,29.0,1.0,94.0,3.0,13.0,57,1149692.9164660573,695016.7111337334,4.0,0.6736993193626404,4.0,5.0,8.0,4.0,2.0,92.81172943115234,1968.7197201780145,4955.368503547134,12762.287852871792,3383.667678815572,2003.2668907126988,365.89564098933863,2168.2099854854405
58,33.0,1.0,41.0,3.0,8.0,58,1149811.8463463038,695021.3945233077,6.0,0.9097891449928284,4.0,5.0,8.0,3.0,1.0,94.21508026123047,1883.3164334854675,4925.00501298412,12659.93929207897,3293.213223741087,1884.25945087044,247.53547146202357,2246.2544104939266
59,30.0,1.0,58.0,5.0,14.0,59,1149806.1422894746,695021.9023963064,6.0,0.9097891449928284,4.0,5.0,8.0,3.0,1.0,94.21508026123047,1886.7891500631215,4925.68339003122,12664.441724307895,3297.006918599525,1889.950300710361,253.07887119348035,2241.9788202610184
60,32.0,2.0,16.0,3.0,4.0,60,1149813.1340733916,695023.1865144819,6.0,0.9097891449928284,4.0,5.0,8.0,3.0,1.0,94.21508026123047,1881.124602459713,4922.986729710328,12657.882155635738,3291.045922129468,1882.931327334949,245.97155655644593,2245.8299964530156
61,26.0,0.0,0.0,0.0,0.0,61,1149812.3889961392,695023.2052152306,6.0,0.9097891449928284,4.0,5.0,8.0,3.0,1.0,94.21508026123047,1881.612865919405,4923.121456034011,12658.49624854037,3291.573975709674,1883.6758039976517,246.70398160572523,2245.306230303881
62,29.0,1.0,94.0,3.0,13.0,62,1149807.1813293844,695023.7006210536,6.0,0.9097891449928284,4.0,5.0,8.0,3.0,1.0,94.21508026123047,1884.761354126114,4923.709324440493,12662.58982149378,3295.0166345556895,1888.8712625484575,251.76855197537913,2241.3795928730115
63,30.0,1.0,3.0,3.0,4.0,63,1149784.777502805,695032.2882023156,6.0,0.9097891449928284,4.0,5.0,8.0,3.0,1.0,94.21508026123047,1893.6979099854118,4919.99002841497,12676.69487720239,3305.4740459793634,1911.1030344691717,272.8329529227616,2219.781199877561
64,39.0,2.0,44.0,3.0,8.0,64,1158375.2458861321,697871.3944007307,2.0,1.6580138206481934,11.0,5.0,11.0,5.0,0.0,93.32231140136719,856.353504505828,7750.756961558194,4490.1619288732,4918.453747398498,225.1195754346853,1172.2275937587765,1277.0778264853204
65,36.0,2.0,6.0,3.0,4.0,65,1158393.2989996374,697877.8822486401,2.0,3.7854413986206055,11.0,5.0,11.0,5.0,0.0,93.32231140136719,874.9998203344119,7766.558503043431,4475.90615945039,4935.095336025452,227.28113880755072,1174.7334120572566,1276.7810213977668
66,0.0,2.0,10.0,3.0,4.0,66,1158375.975871548,697880.8625576496,2.0,3.7854413986206055,11.0,5.0,11.0,5.0,0.0,93.32231140136719,862.2217007394788,7749.047208346165,4481.481890167739,4917.517871690078,216.9496028395103,1164.1464673509968,1268.3327437142113
67,0.0,2.0,10.0,3.0,4.0,67,1158407.8957552165,697895.4009143859,2.0,3.7854413986206055,11.0,5.0,11.0,5.0,0.0,94.83979034423828,896.8323552971236,7776.2466795534465,4453.57565379941,4946.4648666150315,218.02034859877492,1165.8508569103299,1265.2264405584203
68,40.0,2.0,26.0,3.0,8.0,68,1158484.4293948114,697894.9773588032,2.0,2.926389455795288,11.0,5.0,11.0,5.0,0.0,94.83979034423828,961.2687208537938,7850.443965298653,4418.431976708444,5021.9741094348865,252.23456213804704,1201.2971860700627,1294.0343141410574
69,35.0,2.0,23.0,3.0,6.0,69,1158412.650666967,697896.7431033105,2.0,3.7854413986206055,11.0,5.0,11.0,5.0,0.0,94.83979034423828,901.5359103222551,7780.510862680555,4450.154109567872,4950.92316648836,218.91851074518445,1166.8367066584772,1265.6180185686085
70,40.0,2.0,40.0,3.0,7.0,70,1158440.3274488896,697900.4406024814,2.0,2.926389455795288,11.0,5.0,11.0,5.0,0.0,94.83979034423828,926.7280391978092,7806.375517030329,4433.936575410399,4977.5803064992115,227.83741301562483,1176.2325182128493,1272.1008188225462
71,36.0,2.0,119.0,6.0,21.0,71,1158444.8428598046,697902.1535255611,2.0,2.926389455795288,11.0,5.0,11.0,5.0,0.0,94.83979034423828,931.4522631420155,7810.319331318459,4430.319328572843,4981.7449142624755,228.2971569063295,1176.7791005945112,1272.183516605635
72,40.0,2.0,40.0,3.0,7.0,72,1158438.9268611372,697904.1233378947,2.0,2.926389455795288,11.0,5.0,11.0,5.0,0.0,94.83979034423828,927.5526795696975,7804.098828154145,4431.330560219007,4975.582840521958,223.91491892546884,1172.3173867222988,1268.1611534438405
73,40.0,2.0,26.0,3.0,8.0,73,1158435.9642686397,697904.9261578023,2.0,2.926389455795288,11.0,5.0,11.0,5.0,0.0,94.83979034423828,925.5090129984056,7801.029614294935,4432.00255163049,4972.527757544454,221.88509595076243,1170.246269650916,1266.3243785650207
74,39.0,2.0,44.0,3.0,8.0,74,1158413.9311762154,697908.3867808133,2.0,3.7854413986206055,11.0,5.0,11.0,5.0,0.0,94.83979034423828,909.080986964521,7778.8307794545935,4439.277647430046,4950.226174669339,209.04053123264788,1157.0741675652885,1255.1638516563698
