id,newid,Y2015_Ed_Avg
1500000US530530721061,530721061,13.40226629
1500000US530530721062,530721062,13.21981293
1500000US530530721063,530721063,13.37626433
1500000US530530721064,530721064,13.32370954
1500000US530530721071,530721071,13.08009423
1500000US530530721072,530721072,13.85299374
1500000US530530721073,530721073,12.8351735
1500000US530530721074,530721074,13.75229358
1500000US530530721081,530721081,11.6893039
1500000US530530721082,530721082,13.30873494
1500000US530530721083,530721083,12.90389016
1500000US530530721084,530721084,13.42191054
1500000US530530721085,530721085,12.92806604
1500000US530530721091,530721091,14.95652174
1500000US530530721092,530721092,14.13770365
1500000US530530721111,530721111,13.56450178
1500000US530530721112,530721112,13.97416201
1500000US530530721121,530721121,13.16372981
1500000US530530721122,530721122,12.90779703
1500000US530530721123,530721123,13.04194407
1500000US530530723051,530723051,14.32913669
1500000US530530723052,530723052,13.85165794
1500000US530530723053,530723053,14.18740032
1500000US530530723054,530723054,14.55516014
1500000US530530723055,530723055,13.95643756
1500000US530530723056,530723056,14.6691974
1500000US530530723071,530723071,13.1749785
1500000US530530723072,530723072,14.50302419
1500000US530530723073,530723073,14.10148976
1500000US530530723074,530723074,14.46764706
1500000US530530723081,530723081,14.13113006
1500000US530530723082,530723082,14.8021645
1500000US530530723083,530723083,14.2388535
1500000US530530723084,530723084,13.28369272
1500000US530530723085,530723085,14.56458699
1500000US530530723091,530723091,14.36268248
1500000US530530723092,530723092,13.71089271
1500000US530530723093,530723093,14.22715736
1500000US530530723094,530723094,14.43474843
1500000US530530723101,530723101,14.39134912
1500000US530530723102,530723102,12.95558376
1500000US530530723103,530723103,13.98008475
1500000US530530723111,530723111,13.29051819
1500000US530530723112,530723112,13.40721649
1500000US530530723113,530723113,13.24343186
1500000US530530723121,530723121,14.57169345
1500000US530530723122,530723122,13.27440904
1500000US530530723123,530723123,12.30227743
1500000US530530723131,530723131,14.82881866
1500000US530530723132,530723132,13.98255814
1500000US530530724051,530724051,15.1603139
1500000US530530724052,530724052,14.85987654
1500000US530530724061,530724061,14.24918778
1500000US530530724062,530724062,14.11879139
1500000US530530724063,530724063,14.50849335
1500000US530530724071,530724071,13.6205396
1500000US530530724072,530724072,15.52739726
1500000US530530724073,530724073,14.09010152
1500000US530530724081,530724081,14.72633136
1500000US530530724082,530724082,14.25428571
1500000US530530724083,530724083,15.34774882
1500000US530530724084,530724084,15.11918063
1500000US530530724091,530724091,14.75153061
1500000US530530724092,530724092,14.47218935
1500000US530530724101,530724101,14.98257468
1500000US530530724102,530724102,14.94958678
1500000US530530725031,530725031,13.59003215
1500000US530530725032,530725032,14.01465387
1500000US530530725041,530725041,14.94913495
1500000US530530725042,530725042,13.32647059
1500000US530530725051,530725051,14.22697003
1500000US530530725052,530725052,14.07842288
1500000US530530725053,530725053,14.6926851
1500000US530530725054,530725054,13.23258706
1500000US530530725061,530725061,14.07692308
1500000US530530725062,530725062,15.08844765
1500000US530530725071,530725071,15.83706294
1500000US530530725072,530725072,14.52629709
1500000US530530726011,530726011,13.25
1500000US530530726012,530726012,13.4410828
1500000US530530726013,530726013,13.13324048
1500000US530530726021,530726021,13.66228647
1500000US530530726022,530726022,13.50439754
1500000US530530726023,530726023,13.83824929
1500000US530530726031,530726031,13.44482173
1500000US530530726032,530726032,13.421875
1500000US530530726033,530726033,14.10051813
1500000US530530726034,530726034,12.86254296
1500000US530530726035,530726035,12.04116223
1500000US530530728001,530728001,14.94749216
1500000US530530728002,530728002,14.59416667
1500000US530530729011,530729011,13.43648335
1500000US530530729031,530729031,13.28715278
1500000US530530729051,530729051,14.2647343
1500000US530530729052,530729052,12.94827586
1500000US530530729053,530729053,12.79139434
1500000US530530729061,530729061,13.4292804
1500000US530530729062,530729062,13.60666667
1500000US530530729071,530729071,13.45601436
1500000US530530729072,530729072,13.38045541
1500000US530530729073,530729073,#DIV/0!
1500000US530530730011,530730011,12.54081633
1500000US530530730012,530730012,12.54669031
1500000US530530730013,530730013,13.356049
1500000US530530730014,530730014,13.34517426
1500000US530530730015,530730015,13.20494186
1500000US530530730051,530730051,12.88141026
1500000US530530730052,530730052,12.31373323
1500000US530530730053,530730053,12.31291391
1500000US530530730054,530730054,13.3960232
1500000US530530730061,530730061,13.16926677
1500000US530530730062,530730062,12.81557377
1500000US530530731081,530731081,11.44022906
1500000US530530731082,530731082,13.2523261
1500000US530530731083,530731083,12.98749155
1500000US530530731101,530731101,13.38734076
1500000US530530731102,530731102,14.01535581
1500000US530530731111,530731111,12.93040685
1500000US530530731112,530731112,12.87272727
1500000US530530731113,530731113,12.77447917
1500000US530530731131,530731131,12.96194605
1500000US530530731132,530731132,13.79395604
1500000US530530731133,530731133,13.33562463
1500000US530530731141,530731141,12.99193548
1500000US530530731142,530731142,12.59921671
1500000US530530731143,530731143,12.65180467
1500000US530530731151,530731151,13.2339515
1500000US530530731152,530731152,12.72463768
1500000US530530731153,530731153,12.7755814
1500000US530530731161,530731161,13.30129179
1500000US530530731162,530731162,12.79578676
1500000US530530731171,530731171,13.21267894
1500000US530530731172,530731172,12.85440613
1500000US530530731181,530731181,12.94418784
1500000US530530731182,530731182,13.45335821
1500000US530530731191,530731191,12.59488636
1500000US530530731192,530731192,12.93157182
1500000US530530731201,530731201,13.1034632
1500000US530530731202,530731202,13.52768313
1500000US530530731211,530731211,13.57887422
1500000US530530731212,530731212,13.99649011
1500000US530530731221,530731221,13.57233627
1500000US530530731222,530731222,13.80606061
1500000US530530731231,530731231,14.46621622
1500000US530530731232,530731232,13.55122777
1500000US530530731241,530731241,12.84283626
1500000US530530731242,530731242,13.04506579
1500000US530530731251,530731251,13.6849288
1500000US530530731252,530731252,14.11954023
1500000US530530731253,530731253,12.97075783
1500000US530530731261,530731261,13.80730418
1500000US530530732001,530732001,13.26190476
1500000US530530732002,530732002,12.66578947
1500000US530530732003,530732003,12.99943503
1500000US530530732004,530732004,12.6323687
1500000US530530733011,530733011,12.59253805
1500000US530530733012,530733012,12.77504554
1500000US530530733013,530733013,14.57563025
1500000US530530733014,530733014,12.45428241
1500000US530530733021,530733021,13.05785921
1500000US530530733022,530733022,13.61872146
1500000US530530733023,530733023,13.44931507
1500000US530530734041,530734041,12.90413943
1500000US530530734042,530734042,11.72566372
1500000US530530734043,530734043,13.63957597
1500000US530530734044,530734044,13.87240933
1500000US530530734045,530734045,14.01777971
1500000US530530734051,530734051,12.9427451
1500000US530530734052,530734052,13.42538672
1500000US530530734061,530734061,14.10416667
1500000US530530734062,530734062,12.83350515
1500000US530530734063,530734063,13.06962865
1500000US530530734071,530734071,13.44254144
1500000US530530734072,530734072,12.92939481
1500000US530530734073,530734073,13.56363636
1500000US530530734081,530734081,13.1622773
1500000US530530734082,530734082,13.82717678
1500000US530530734083,530734083,12.73984375
1500000US530530735001,530735001,13.94332999
1500000US530530735002,530735002,14.16994106
1500000US530530735003,530735003,12.99072848
1500000US530530735004,530735004,14.52097429
1500000US530530735005,530735005,12.77777778
1500000US530530735006,530735006,13.16353383
1500000US530539400011,539400011,14.50095602
1500000US530539400012,539400012,14.59472551
1500000US530539400021,539400021,12.99608227
1500000US530539400022,539400022,12.51816958
1500000US530539400023,539400023,13.66941624
1500000US530539400031,539400031,13.94227959
1500000US530539400032,539400032,13.14880952
1500000US530539400033,539400033,12.50626959
1500000US530539400041,539400041,13.08448459
1500000US530539400042,539400042,13.65987461
1500000US530539400043,539400043,12.68162084
1500000US530539400044,539400044,13.02718169
1500000US530539400045,539400045,13.27443992
1500000US530539400046,539400046,13.1515544
1500000US530539400051,539400051,12.90324032
1500000US530539400052,539400052,13.05335256
1500000US530539400053,539400053,13.22139831
1500000US530539400061,539400061,11.36844978
1500000US530539400062,539400062,11.46351085
1500000US530539400071,539400071,12.34593573
1500000US530539400072,539400072,11.8021978
1500000US530539400073,539400073,11.39823009
1500000US530539400081,539400081,13.97035573
1500000US530539400082,539400082,13.6487743
1500000US530539400083,539400083,14.63994307
1500000US530539400091,539400091,13.36911197
1500000US530539400092,539400092,13.67090395
1500000US530539400101,539400101,13.06572259
1500000US530539400102,539400102,12.64813375
1500000US530539400103,539400103,13.13555556
1500000US530539400111,539400111,14.44291845
1500000US530539400112,539400112,15.083788
1500000US530539400113,539400113,14.56658131
